thumb_meta_proxi,thumb_proxi_inter,index_meta_proxi,index_proxi_inter,middle_meta_proxi,middle_proxi_inter,ring_meta_proxi,ring_proxi_inter,pinky_meta_proxi,pinky_proxi_inter,thumb_index,index_middle,middle_ring,ring_pinky,thumb_center_distance,index_center_distance,middle_center_distance,ring_center_distance,pinky_center_distance,hand_direction_x,hand_direction_y,hand_direction_z,palm_direction,thumb_hand_angle,thumb_direction_x,thumb_direction_y,thumb_direction_z,index_hand_angle,index_direction_x,index_direction_y,index_direction_z,middle_hand_angle,middle_direction_x,middle_direction_y,middle_direction_z,ring_hand_angle,ring_direction_x,ring_direction_y,ring_direction_z,pinky_hand_angle,pinky_direction_x,pinky_direction_y,pinky_direction_z,label
-0.4993848383466443,1.4991999098518747,-0.5912627810483824,1.331473123086362,-1.0928573856548907,1.1016067424885922,-1.8705566432657545,0.895074674939195,-1.4359915484376586,1.010941224968789,-0.17326265285663928,-0.7625038066758598,-0.7140894871916199,-0.6249575749285138,-1.9323923384796922,-0.6352474478810768,-0.2780249623693435,0.005276703007189277,-0.13545516882316072,-0.5894539329562436,-0.9595198116921912,-0.47221807463093024,-0.48698286716758216,-1.2905889560972599,-0.019629819885058436,-0.6911964298132269,-0.5797375655758759,0.032678522501929194,0.04236050620447334,-1.8638910119134504,0.23220762296528788,-0.3408683819920098,-0.07806673137139125,-1.7475120421804113,-0.13394646971926324,-0.8217215282839292,0.256964585717937,-1.4944615840579278,-0.48277028972482333,-0.7370656280342754,0.0607290928247377,-1.3825185839192093,-0.34068206808851825,1.0
0.29703132353634204,0.501902202735893,-0.6785271256808478,-0.9546208613109275,-1.3054675961025966,-0.9088859925448084,0.3406545624855628,0.9071660943610705,0.4625679350808735,1.0477729143849908,-1.176774315646423,-0.5772224271843581,1.7288632215330924,-0.4727291197013513,-0.38349251381412575,0.912985863500629,1.2168460263158307,-0.8203936806744139,-0.8314902901088039,-0.2254639415152144,0.35867181131836345,-0.582937753802065,-0.48698286716758216,0.4368053150350327,0.845867566264717,0.048332018005037974,-0.44255849723334856,-0.8878824393294655,0.23714094733589072,0.2157947036457525,-1.155187963504307,-1.0754085464822623,0.19806838622139583,-0.02020309732356409,-1.4163882823085283,0.7387271197911105,0.46956101009668477,-0.311765437658577,0.833648505191872,0.9278497751557224,0.29120994011887535,-0.3934817174269899,0.964711759870601,2.0
-0.41623220439980824,-0.0011821667679489751,1.2363622025737742,0.9076636786239869,0.9459739302757808,0.7645089412311729,0.9662391305142448,0.6390730772382168,1.1258494143495459,0.7398609711272194,0.5983499307631397,-0.6347290184286002,-0.5226799949011104,-0.3753676237204228,-0.20571727232775838,-1.1484647097757394,-0.8830717130572783,-0.724122738074497,-0.8534683020553282,-0.13526816075166154,0.1746089340959639,-0.6061061154866368,-0.48698286716758216,-0.3208122867410694,0.24952146067993222,-0.3563215250311544,-0.6798124639237549,1.1919026401634185,0.4651634491964014,-0.49594048026587256,1.2600404883077894,0.9421703199640099,0.23204060497413048,-0.33937745442072403,1.0283516629629714,0.9511319411346812,0.3628178709875708,0.2895758139016874,1.0101124852749694,1.104335717787929,0.161011625408419,0.1455195507063858,1.1280175488949578,0.0
-1.6005658689197269,1.206886571773576,-0.3378395148430175,-0.5607142369978924,-0.37241578400432956,-0.8042048424303623,-1.2919204909196096,-0.28952312706761824,-1.5968927791461922,-0.21260588973731467,-0.37530773487098096,-0.41807313618768477,-0.02480680692129627,-0.2484589259090674,-0.4453060965038423,0.46286140930875885,0.652071403119685,0.6775261273632266,0.6996755468079002,-0.2814722136345107,0.1289160444403054,-0.6152709342210085,-0.48698286716758216,-0.5033214510562702,-0.18293870397203046,-0.3893787639113074,-0.7464447880001415,-0.3368137903858974,-0.41328382248504536,-1.2703094948962452,-0.6644132640367689,-0.6122856706290941,-0.010315265368953615,-1.2425323514183417,-0.9391416522774237,-0.8896845249875104,0.3111476351811966,-1.3383152659873305,-1.1442753244470611,-0.8855429436802852,0.49389240925380057,-1.205962794826589,-1.0866373923381194,1.0
-0.4981563415473725,1.373773620153596,-0.36322185564828186,1.3342800002445747,-0.8042239422613022,1.1319172555973842,-1.4353979997305553,0.9409382265790075,-1.2948793743450466,1.0127510866037108,0.00935967300209294,-0.6429121001129436,-0.67827287321818,-0.6675625404949778,-1.9321923802734333,-0.593449816967651,-0.2607939022980661,0.065760250508093,0.012593427495322376,-0.46266104898972826,-0.8253532563149395,-0.5282780913640074,-0.48698286716758216,-1.5518026218298506,-0.03493584846115192,-0.48967398620840674,-0.6896551819510012,-0.2013224890624528,0.02742685021006763,-1.8040124793253,-0.14749387281568255,-0.5056184355386604,-0.026534816167327068,-1.6925947228545744,-0.43746275915127303,-1.042566770485847,0.34242718267430217,-1.4616880071818985,-0.8848042993895424,-0.9898187747739529,0.17813486655124167,-1.3308965617214552,-0.7572917648343894,1.0
-0.3955585193104194,0.6481737501129221,-0.5463112256501244,-1.0814081857840243,-1.0643614722029613,-1.3105291004031154,0.7067938859146276,-0.36141619951871556,0.955069151919421,-0.2792015497150955,-0.4506096416197198,-0.6613536930857358,2.032472694182348,-0.39282723243994894,-0.6949445274489522,0.977868371652586,1.313291760991004,0.09702678506707739,-0.15098553655384447,1.8610758449509561,0.02110793682230164,0.7647948944056601,-0.48698286716758216,-1.1019745560339487,1.4371926445357066,0.05485601107938703,0.5039610911741571,-1.0208877936955651,1.7443621337863227,0.4156811638259461,-0.5551832980656853,-1.2360034297408184,2.004794272148679,0.2162277760326726,-0.9093121185829364,0.2299144324889235,-0.5570308299038349,-0.9933393157006115,0.044615170409102574,0.42249890853831484,-0.48429898180739106,-1.018139826361698,0.04678169631246731,2.0
-1.9705923069480116,1.3003819623317439,0.6775978889948311,0.946247729008014,0.4071902194986981,0.753217009196637,0.9592744021279863,0.6001419285670218,1.1988258335818665,0.7034823310441777,0.93716069655155,-0.8364652054539445,0.21016400330887874,-0.3853197349618165,-0.442539724739489,-1.1396200170481812,-0.8848522368164821,-0.9547995396665627,-1.0015198204040887,-1.5861319403196723,-1.8848806722382472,0.5478566748688126,0.19713441065149243,-0.8701226472570783,-1.0329067225011361,0.6941466885943579,-0.7404147791703408,0.9862657423171955,1.1402004902879654,3.4218908659921388,0.197492765296147,0.6713288332584246,0.9727779384383846,3.66563582826353,0.047752958647172584,0.9087731552320045,1.5890817085965683,3.2380571400588725,0.42021745231616153,1.1136379954776632,1.4174744747329706,3.213353692767526,0.6749857206045478,1.0
0.05319513416739867,0.045131612165992825,1.8250937987968092,1.0233854976399253,1.3712226655960589,0.8352326644418637,0.9653333526288556,-0.8128928328042928,1.2022053601742115,-0.7237211791178356,1.5226572159770078,-0.5194085277128457,-0.43816170255290593,-0.3867102125983117,-0.8641511654997155,-1.3504636593909618,-1.0938980296873915,0.3207943906427287,-0.03336813756828389,0.34438968447033863,0.6537567895462465,-0.4135032195468777,-0.48698286716758216,-0.5625532318190812,0.44283980052354693,0.15692266985215364,-0.7758218286075899,1.548249856716654,-0.4023525521539072,-0.1674985239041107,1.3755089997464973,1.1916836945118003,-0.36375689804987454,-0.04024266679808626,1.0636166490600292,0.11339617060339185,-0.3763237075861658,-1.1797127075532987,-0.09756406117056846,0.26835825075688674,-0.572273617889292,-0.9790720482907821,-0.011327254977367585,0.0
1.8425539549689298,-0.9843932473073789,-0.737239514282045,-1.0862188710631113,-1.084492085498716,0.4849311837836245,-1.818771047799517,0.189918302674571,-1.6146814018709508,0.312883033655431,0.42954763669807206,0.6964911904495359,-0.5545097737261487,-0.6519232308207863,-0.6755742080299515,1.2199217834810514,0.4805942929957485,0.9637126847662845,0.7177824586821642,0.3132182265430508,-1.8306903879186642,0.04328318250218865,-0.48698286716758216,-0.5552597455148297,0.3354003619233468,-1.689249274423592,0.5341111353231609,-0.9298549912150975,0.24425314737765136,0.6365941375762936,-1.19683117817216,-0.31918195405474786,-0.9727228711506999,-1.3842540115933453,0.04237341531346959,-0.9032683925335264,-0.6151945209371658,-1.1669883977863744,-0.4617627212433068,-0.8221298986088316,-0.5730148388620248,-1.0376334946235761,-0.42083311578746335,3.0
-1.7687068681781553,-1.0998758048985104,-0.8044239936643829,-0.9550689118599085,1.3193119420423047,0.6092830987256399,1.0981142985504422,0.2598346785909502,1.2590428877650102,0.3300005447310277,0.35443819024227174,2.008997950436712,-0.5943993992432774,-0.3332040318722379,2.9501545581884883,0.958994547653831,-0.8900409386648207,-0.5661718652553085,-0.6309222596827357,-0.6524311932658434,0.2608216985005841,-0.5610197084523324,-0.48698286716758216,1.5752372150323264,-1.878734024207293,0.5983008040397451,0.4643170524001128,-0.880858081271468,-0.1356952440831143,0.09296108183833351,-1.1510362313374343,1.0410683163796515,0.5736513087078334,-0.14307359419580637,1.055243925088182,0.8070702051896763,0.947810855380737,-0.12417213132694549,0.9072093217963456,0.9615216042809207,0.8473609943691012,-0.36843758241104224,1.0371049963228631,5.0
