thumb_meta_proxi,thumb_proxi_inter,index_meta_proxi,index_proxi_inter,middle_meta_proxi,middle_proxi_inter,ring_meta_proxi,ring_proxi_inter,pinky_meta_proxi,pinky_proxi_inter,thumb_index,index_middle,middle_ring,ring_pinky,thumb_center_distance,index_center_distance,middle_center_distance,ring_center_distance,pinky_center_distance,hand_direction_x,hand_direction_y,hand_direction_z,palm_direction,thumb_hand_angle,thumb_direction_x,thumb_direction_y,thumb_direction_z,index_hand_angle,index_direction_x,index_direction_y,index_direction_z,middle_hand_angle,middle_direction_x,middle_direction_y,middle_direction_z,ring_hand_angle,ring_direction_x,ring_direction_y,ring_direction_z,pinky_hand_angle,pinky_direction_x,pinky_direction_y,pinky_direction_z,label,set_label
60.98349685615674,21.41783087567461,53.145426724096424,78.9880175918903,18.721713183920254,7.717743982377603,17.70153620708848,3.0775453182895856,27.714147040133987,2.2991001044059893,28.03524426062593,56.85933850744286,16.51345328185308,27.479757544540053,0.6712448395806772,0.5064836595157148,0.9342300135423064,0.9624965398192094,0.9779316515174564,-0.528278,-0.0151262,-0.848937,1,36.316934835224046,-0.540396,-0.587454,-0.602386,131.84480250020798,0.395072,-0.7335229999999999,0.553048,12.715012826627047,-0.379355,-0.167238,-0.910012,21.654323402091922,-0.210826,0.147988,-0.966257,47.81433186470559,0.26594,0.103917,-0.958372,f,4
68.88446773745045,39.33655732823368,56.927784887503606,73.86221018158047,66.85558696235117,72.99125596434051,66.46739754461173,72.23565181595549,44.062317542005054,31.37519156508837,25.105582055655397,10.892239922124212,4.06068520547041,30.032932200981477,0.6195611055886627,0.5567356748703484,0.5110392857605038,0.4920626658724883,0.6987085073441528,0.254511,-0.0108586,-0.967009,3,45.83754396581167,-0.17385799999999998,-0.627232,-0.759179,130.53016286725375,-0.772994,-0.422437,0.473315,140.85248458610403,-0.771069,-0.209242,0.60139,135.835932777262,-0.854891,-0.0399534,0.5172680000000001,66.5277699407435,-0.775254,-0.147096,-0.614284,o,1
82.39100650203189,2.669411385396679,25.630869548507718,29.596051680527932,12.047261421601341,30.27014377936181,49.96511125713712,22.633687610265216,51.22722751326657,24.772880560730577,37.733042460648605,1.868443693670221,50.79162936659957,4.289541782482583,0.6750150392406111,0.8901255154767708,0.9406356270702932,0.8068073936954339,0.7207366501677855,-0.521245,0.38337,-0.762451,3,36.47192317006607,-0.926408,0.162447,-0.339675,29.038659222724608,-0.8579760000000001,0.121235,-0.499178,27.636350252628077,-0.8556590000000001,0.190195,-0.481325,70.16619098700781,-0.975011,0.0011893,0.222155,70.41361900915567,-0.96887,0.0422566,0.243938,c,1
83.5698319714092,17.792762849383386,25.602374480793785,3.6247080693421077,12.96409423143346,3.810638726605325,79.81026747802159,64.57910530343561,81.8826262841351,64.5947932510484,20.200120951010963,4.26914050069116,69.62157726890183,5.401186706388242,0.4851429898669559,0.8461715830377446,0.895433079069268,0.4544738004309529,0.39602838140012986,0.852999,0.130806,-0.505256,1,31.316662469592504,0.916514,-0.32829400000000003,-0.228529,9.106184191562877,0.893703,-0.0117736,-0.448504,12.857326101375538,0.8787809999999999,-0.0886493,-0.46892,141.60542268170298,-0.695647,-0.690561,0.197993,135.3092592484735,-0.78062,-0.620893,-0.0715891,h,2
78.7038550208916,34.40241036967576,29.031933605330682,2.221096098284705,13.202318730961652,2.2108312755149453,8.789988595877432,2.3214801149084976,20.21570447172488,3.20266703516823,21.72526523351123,3.238418497309255,1.1809717181468071,4.021390947425473,0.5214706187519824,0.9434581278106065,0.9924654332930192,0.9674107386047708,0.8583055468447689,-0.096413,0.00488573,-0.995329,1,38.089761686230545,0.235391,-0.527752,-0.81613,11.367165414235707,-0.0113588,-0.173678,-0.984737,10.52312805840984,-0.0740672,-0.176626,-0.981487,9.685557395567534,-0.0658979,-0.160842,-0.984778,7.440850729160338,-0.0419518,-0.112881,-0.992722,b,1
64.08571233750894,24.394723996453557,71.40524356604107,84.76591911372948,72.26696223610652,84.7890182752068,72.07569246311728,84.59897383429562,71.29343348823019,84.50004711800611,62.1815673248999,2.766240941133137,2.912575606228694,1.8174790406233856,0.5899591161071481,0.3958257935630322,0.39088655381732224,0.3715659162955257,0.3497847822297979,-0.07394680000000001,0.27007600000000004,-0.959995,1,22.06807939860712,-0.253717,-0.0678329,-0.964897,151.95977201595062,0.26469000000000004,-0.6439090000000001,0.717858,158.0572513813685,-0.0274813,-0.599997,0.79953,153.9555142444967,-0.200017,-0.583396,0.787173,141.1031901788028,-0.529465,-0.432445,0.729834,a,0
74.10770571819036,25.405263663375692,73.46000025766001,84.79240444514612,71.07610049136055,84.885438224994,73.15525598071208,84.87882836842509,72.78232102724078,85.02833844342871,39.836121587371366,4.814751750531,2.0014536259655453,8.310637209503994,0.6566415445782658,0.4415358166839416,0.43618737644689737,0.4143296730833357,0.4250781836998102,-0.115579,0.530316,-0.839885,1,41.761469759782074,0.20192,-0.0934699,-0.974932,156.15354696270873,0.324475,-0.758123,0.565655,156.69504448335954,0.0370141,-0.8206469999999999,0.570235,155.3615747223393,-0.0622863,-0.814867,0.576292,150.26570049897762,-0.17069700000000002,-0.827523,0.534853,n,0
77.3279033612331,30.875075530211944,63.42193709592453,75.18219969084763,62.96307237573867,74.61906765137248,62.07812622078095,73.64665060396335,61.126031449103,73.42203355818059,44.9489266053241,2.54179408068124,5.313133364445687,6.989071293602081,0.5582810702785428,0.5140228039787926,0.5189570536961419,0.4960242587637282,0.469005810760866,-0.184334,0.15154,-0.971111,1,33.844354533794174,0.017268799999999997,-0.39216,-0.919735,137.63819343814805,0.18183,-0.774825,0.6054609999999999,138.58282842627847,-0.08138680000000001,-0.7352029999999999,0.6729430000000001,132.97745209427416,-0.289041,-0.705849,0.646709,127.15618344738272,-0.441028,-0.665862,0.601766,n,0
70.96339579814497,42.70763390541739,12.450121432429574,5.026657386205972,63.28438711441474,42.83604704177271,91.29356494661394,57.574617889139006,88.65545743935638,54.49159881029596,22.237159487660733,66.72938845323259,25.4175461119356,9.10084820542522,0.5559278574225489,0.9945971823407724,0.7133379223875543,0.519322714371548,0.4723376011765214,0.835656,-0.443423,-0.324122,6,10.108185663588081,0.885324,-0.438325,-0.15515199999999998,11.22257188035453,0.714755,-0.585789,-0.382068,107.08183327506313,-0.282117,-0.477477,0.8321209999999999,145.54236347342206,-0.8130149999999999,-0.0928239,0.574795,133.8892689342467,-0.819736,-0.325741,0.47109,p,3
69.09893232836,42.47004392828208,16.308753210559868,10.272645433174226,37.30315490436107,5.7953765041775664,82.10797876646383,78.21272210520922,80.35288385878228,77.54851879734231,20.000192686819066,56.55042190088327,47.33081120774735,10.030619456222944,0.43532801148061095,1.0,1.0,0.4457732016294033,0.4543837304378047,0.54951,0.353137,-0.757188,1,24.377484154542014,0.823782,0.101535,-0.55774,22.787341123648037,0.220367,0.241459,-0.945059,41.01004738216785,0.805634,-0.259103,-0.532747,156.29287196065582,-0.482306,-0.692808,0.536095,150.44219501884612,-0.46788,-0.756927,0.456234,k,2
84.53089633856327,1.0736874959141531,23.692976795353772,6.3920193598203925,43.90434503341535,78.88111975267901,40.64253053756513,79.20999609053044,40.68933718866163,79.52847633715591,35.335755250043825,44.38730436124171,5.4376211223445186,7.3795145141331275,0.7283581500416555,0.9603464391446244,0.5510787245572176,0.5305496086215875,0.5074259719409431,-0.301877,-0.164401,-0.939065,1,34.99610422835197,-0.240923,-0.699914,-0.672366,6.377480472437996,-0.27612600000000004,-0.271283,-0.922041,122.891263101644,0.0389308,-0.720874,0.691972,117.72914756407114,-0.08566069999999999,-0.751169,0.654528,111.55890989635445,-0.241575,-0.760937,0.602176,d,3
