pinchStrength,grabStrength,thumb_meta_proxi,thumb_proxi_inter,index_meta_proxi,index_proxi_inter,middle_meta_proxi,middle_proxi_inter,ring_meta_proxi,ring_proxi_inter,pinky_meta_proxi,pinky_proxi_inter,thumb_index,index_middle,middle_ring,ring_pinky,thumb_center_distance,index_center_distance,middle_center_distance,ring_center_distance,pinky_center_distance,hand_direction_x,hand_direction_y,hand_direction_z,palm_direction,thumb_hand_angle,thumb_direction_x,thumb_direction_y,thumb_direction_z,index_hand_angle,index_direction_x,index_direction_y,index_direction_z,middle_hand_angle,middle_direction_x,middle_direction_y,middle_direction_z,ring_hand_angle,ring_direction_x,ring_direction_y,ring_direction_z,pinky_hand_angle,pinky_direction_x,pinky_direction_y,pinky_direction_z
0.44249099999999997,0.0,88.67561528430001,9.93904334363,90.83843738040001,79.0357652154,91.45478326920001,79.0401757197,91.15646053040001,78.966579896,22.61848383,6.685956903409999,70.2838703742,8.545070544149999,4.401081110990001,78.1270273178,0.598974581391,0.397396251253,0.40172920642,0.40337323148299997,0.878486089549,-0.135053,0.24971100000000002,-0.9588559999999999,1.0,20.9480587308,-0.23526999999999998,-0.09969360000000001,-0.9668040000000001,164.941079573,0.36004400000000003,-0.346902,0.866041,171.634220301,0.127613,-0.387934,0.91281,165.543425512,-0.026880900000000003,-0.433379,0.900811,18.717112633299998,-0.053734500000000004,-0.0629164,-0.9965709999999999
0.823536,1.0,66.9228563276,8.64487451846,72.2315010449,8.97332123377,90.90977477690001,75.9097326333,91.6120061127,76.2165876372,90.4155967811,76.0631996079,41.8863857529,19.4569477424,4.01149172561,8.46632650634,0.83001388293,0.818335477602,0.423271647285,0.410804472557,0.38185004271,0.595604,-0.802035,0.0446804,6.0,36.4057206498,0.382242,-0.685086,0.62012,82.2502710363,0.135052,-0.0126445,0.990758,167.871586754,-0.609691,0.775393,0.164445,164.17790799899998,-0.697009,0.692372,0.18654500000000002,152.966050585,-0.846685,0.492989,0.200216
0.9368780000000001,0.0,84.04026165239999,14.8000696191,29.3124007484,14.2212595201,9.70533227704,19.248457703,16.5989248033,86.0349392733,27.005423651399997,86.4379247788,18.5778935108,21.8549974809,18.6994487617,3.49880456583,0.516412579635,0.876931362721,0.912099111723,0.494287182187,0.45786887716200003,0.00501541,-0.05250740000000001,-0.9986079999999999,1.0,27.8119268736,0.13530599999999998,-0.49363,-0.859082,22.1589989123,0.09335360000000001,-0.41469799999999996,-0.905158,30.8916011182,-0.3249,-0.43857799999999997,-0.837907,100.208176083,-0.288207,-0.930767,0.224965,97.59974771040001,-0.42342299999999994,-0.888468,0.177026
1.0,0.8926059999999999,73.03116209609999,2.76691267074,30.2805570347,71.8869801632,40.7361830863,58.324452835100004,39.829947724499995,57.392976287299994,38.0731436325,53.6040126966,3.48561746024,9.60667742953,6.1754937675,7.24304011038,0.6895350981980001,0.658518413127,0.698505432404,0.6753487972650001,0.624549152158,0.238222,0.148649,-0.9597680000000001,3.0,35.0194019919,-0.33457600000000004,0.31806599999999996,-0.88707,103.126576374,-0.979733,-0.196851,-0.037042900000000004,100.2211631,-0.998031,0.0006909080000000001,-0.0627254,94.8909823915,-0.985958,0.0872706,-0.142372,83.2402767226,-0.9197209999999999,0.234898,-0.31454099999999996
0.48745200000000005,1.0,86.1025053961,12.1034866522,90.7620068191,68.2300997701,91.4922777733,67.3192736663,91.82316903879999,85.32968903140001,88.3284989302,85.6614514851,65.5298332428,8.94788990072,4.10408285829,10.4478233067,0.628927633176,0.499937069007,0.51528339235,0.39180786309,0.420757934489,-0.507365,0.6705369999999999,-0.541259,5.0,31.7887679567,-0.225375,0.36938499999999996,-0.901533,158.208260626,0.6383810000000001,-0.744744,0.19448900000000002,159.94852269700002,0.47611800000000004,-0.8454729999999999,0.24184099999999997,171.49008597899999,0.388021,-0.7572720000000001,0.5253369999999999,164.61950049200001,0.300769,-0.8271350000000001,0.47474799999999995
0.464488,0.0,76.6292621821,20.8771922992,16.6927701652,7.864409768630001,33.3880144029,18.8823643913,80.7788126369,81.1597747414,77.8923397383,81.85789851060001,10.3389654268,21.8903466878,48.2156007058,8.01874360933,0.583498011191,0.9616160111409999,0.918877556919,0.395482129092,0.380518463147,0.13735999999999998,0.198406,-0.970447,1.0,32.7813791852,0.46482399999999996,-0.24538200000000002,-0.850721,27.109530011900002,0.0791127,-0.26660500000000004,-0.9605530000000001,50.6286769471,0.367471,-0.58673,-0.721604,156.98513048200002,-0.24687800000000001,-0.543315,0.802409,148.175831739,-0.394557,-0.598329,0.697371
1.0,1.0,69.4940961097,42.0948017856,86.1419124781,76.0190051276,86.1477076942,76.2780838699,76.9769239531,43.866924831700004,73.3860969822,43.68079727560001,54.06359436140001,9.15797262713,12.1888286259,5.12250143245,0.542954154181,0.42568784241700003,0.42464824171,0.623715423367,0.5602165417480001,-0.000515099,0.09784989999999999,-0.995201,1.0,47.7906743893,0.169496,-0.651752,-0.73925,162.211049598,-0.016399900000000002,-0.396753,0.9177790000000001,163.427606155,-0.118028,-0.351982,0.928536,118.86321933,-0.545814,-0.7286630000000001,0.41368699999999997,109.689867111,-0.756059,-0.591199,0.280817
0.658273,0.0,66.9241362307,41.4949018708,87.23340706370001,85.7200422443,90.7303275459,85.5746677053,88.7044629968,85.3478365577,0.767094166414,7.50773222829,56.3027445597,7.9558978162,5.42863908271,88.11925832280001,0.6259719729600001,0.37334578540200003,0.365210641972,0.366211474426,0.9680850029610001,-0.513459,0.264467,-0.816344,1.0,45.708715866599995,-0.0910414,-0.378973,-0.920919,165.26146927,0.68723,-0.338486,0.6427609999999999,177.00400118299999,0.48058199999999995,-0.304679,0.8223209999999999,167.078674004,0.318351,-0.358398,0.8776120000000001,25.8512656166,-0.148602,0.0693245,-0.9864639999999999
0.617136,0.0,91.7984803975,41.9024900029,32.0727980742,2.88681971388,23.176804345700003,3.13991686032,64.8274049308,16.7342539161,64.8756331854,17.2587687554,3.05597381816,2.53099279039,41.9584242467,6.97761794805,0.487787316058,0.908307908322,0.937135971637,0.757039044363,0.669490752951,-0.05169869999999999,0.21405500000000002,-0.975453,1.0,57.0619867895,0.517304,-0.49999499999999997,-0.694551,25.2057085707,-0.114069,-0.21780500000000003,-0.969304,25.053718168000003,-0.165021,-0.204542,-0.9648479999999999,80.06962329550001,-0.406105,-0.8477030000000001,-0.341289,76.8587059333,-0.525844,-0.764454,-0.372958
0.0,0.0,55.0064474282,3.04863608559,25.1248861488,6.81794604811,75.171726926,84.3324992578,79.3298292615,86.0265893746,75.087593138,85.72749773470001,43.8402488363,62.779503778599995,1.93708936104,7.422140773730001,0.877984046231,0.934657695737,0.40191627877400005,0.36695058114600004,0.368924815863,0.067093,0.135445,-0.988511,1.0,45.9650297134,-0.668626,0.047080300000000005,-0.742107,20.2377842903,0.0763012,-0.21549699999999997,-0.973519,160.344013989,-0.125893,-0.45436899999999997,0.8818729999999999,159.79713860200002,-0.304061,-0.369352,0.878138,146.848095528,-0.523832,-0.388232,0.758205
