thumb_meta_proxi,thumb_proxi_inter,index_meta_proxi,index_proxi_inter,middle_meta_proxi,middle_proxi_inter,ring_meta_proxi,ring_proxi_inter,pinky_meta_proxi,pinky_proxi_inter,thumb_index,index_middle,middle_ring,ring_pinky,palm_direction,thumb_hand_angle,index_hand_angle,middle_hand_angle,ring_hand_angle,pinky_hand_angle,label
68.378955518854,35.87127340671274,24.096697020807255,8.575134943682512,60.19282978245936,76.73122725910444,66.19553308012756,75.15609472148849,67.26031276776834,74.8503359515745,29.93035813618362,53.62007859811617,3.481188532560583,2.8651917519187324,1,41.451430763925885,16.441242634054195,137.87871214203687,139.09687878298593,133.78194453467543,d
68.01313926700828,38.922404368064456,27.0445673413883,3.9839120147121263,64.64876573090089,74.46456032506335,69.74394038235762,74.12708479573375,70.17246629738852,73.5470602456297,29.377139322380554,55.559419950721654,2.697548837147533,3.6239710333352924,1,42.96149361302542,15.251764575413876,140.11779555507573,141.43724617227565,134.86570690594877,d
67.6170034080252,36.46820678354592,22.79310226853593,7.674161844115113,62.878572009496295,75.4796713830661,64.7658949532857,76.1195094589389,64.60299425030367,75.88508465593132,29.87745693344465,56.19490972902682,0.9387321656599671,2.802862188004915,1,41.663047636672246,15.356587495240909,139.31057297433202,138.63930390299524,132.13675418767028,d
69.62202224008077,34.32367507260531,25.364591890319275,6.035176523066041,67.52927197455611,75.18912925304886,65.98362237045686,76.83094217141624,63.995662861347206,74.07478060113354,29.94500268617366,60.54157794141781,4.032964341949246,4.357605077228393,1,41.82568191654349,14.534123394356175,143.633379830119,140.47231563415386,129.86221462176925,d
74.66164566820419,30.13901106066996,23.762769655261216,6.463601288739913,50.34423647079755,69.84047697636281,60.19872934104401,76.43920230438306,59.66951121554458,78.58150364971982,27.28141517093585,44.80325640840464,8.291851814287766,3.283872488527369,1,41.35555563797503,13.438564091518687,121.17296343445858,134.29232548410928,130.1906709357621,d
66.79618661482056,40.50643756651624,26.663723134495427,4.707154345237834,61.06518445809129,73.53575841121638,67.23073170133443,76.36953283733511,66.9043545252398,75.40391826847318,32.04026364467203,53.67125848505709,3.8687344295916963,3.0456534991900845,1,44.05470696706409,14.339523278251384,135.59246909094978,141.19452796351027,133.41788987465742,d
72.24233187834486,30.002796207419184,23.07047275409673,10.726114140680718,42.469914551372014,58.897595569160536,54.87360287984187,75.33593880734587,55.331093911262954,79.74292685136653,28.513073695200355,37.627628153405176,11.118448073516063,2.3368408750317022,1,39.93586195089449,16.993076898125302,102.40742270997796,128.0295425683102,127.35044683730312,d
78.33145543323772,32.65085266946431,28.758558808998963,8.862904165352878,27.059341976571446,62.46797424222451,58.49795977634959,81.30772564049886,59.4278890559341,80.81260929181474,25.514994004081384,23.6542571097562,30.255583041614724,0.7545957688845265,1,45.110357732323315,19.200246406811562,90.78115192238931,137.1912824665781,131.1158754086109,d
80.21240622727493,33.20672013117775,31.136584405283752,7.975372389578325,9.189108296478741,11.545177886313153,61.22362836951294,80.01811786772615,61.804353360372694,79.71417366671737,26.78174259798948,18.314232070639644,51.112343864112745,1.8703666099944272,1,45.83312954299785,17.75071310363626,23.53439986858218,138.1380055289465,131.80074916087077,d
75.36037889972847,29.462007967539012,24.504711542325605,8.54474192479108,50.41636793985683,76.56689368059658,58.71790077340476,76.73465507792822,58.78908214535552,79.37983302608026,24.94610486831336,43.240274843276374,7.131142851234696,2.87639790457275,1,40.62644951657293,17.267662960801516,127.95091034056667,133.10322185776025,130.13607567705031,d
75.76574623313141,30.973315760355316,26.325721095138043,7.09064302574924,45.127664949544915,85.70013537215009,60.41670216657351,76.69085404609781,60.892154223514076,78.5752551427878,26.18886470625658,38.74645756295104,13.513776065846395,2.329589106901678,1,42.323630940352274,16.077006872060704,131.79580871243445,134.76976182133234,131.19676393110993,d
80.35937746485537,31.305990171768375,29.417362180206887,11.28574793491778,18.25339382226923,43.3084658247765,54.9786313045196,78.9522971761012,52.59588347226982,82.04099717283589,27.089373506361667,19.367534089641335,35.922986179960105,4.494289525757029,1,44.718727534368014,19.14599312226415,62.92323228682348,131.2347948999335,126.6260060582016,d
79.53064481227433,32.21989761033139,28.116199635704458,5.582317462444676,58.03061143239028,79.60895860747951,57.35703745893297,81.47976972326832,56.998697997381434,80.26893772710245,23.504908970593185,50.2164420703351,3.448924796048757,1.6363784015143379,1,44.259301412771066,15.776192950715187,138.34939427763362,136.2694969643163,128.44400406188893,d
76.78550615493579,30.262850979156593,24.39622501165181,7.895315022275642,54.699338886532935,73.55444394509044,55.14341721039326,78.599989430535,55.73133631596729,78.30420787332109,27.148628413881127,49.960185990404995,3.3459975935588635,0.9736641711434474,1,41.83379136090349,13.824518225484736,128.99899374390506,131.31309509624833,125.83487241991673,d
70.96640532226361,31.448698699890382,21.056000124334634,8.851717073657792,53.8315785360328,69.40772651920605,57.71674592236206,75.29012812018142,51.67779459988329,73.51109795795487,29.625513199709346,50.10176692426206,3.704243758486478,8.277045092574705,1,39.978772698902546,13.456925343599803,124.19627264543658,130.74196424885557,117.94073188770274,d
73.54842339002768,32.371271519040846,24.205156432408934,7.023977550618682,56.427989884451925,74.13085850735762,57.39785649746808,75.78864409439471,57.02471311338786,76.92038052545892,28.263863472328904,51.07287003239053,2.6666998067594956,1.9560418124845227,1,41.75880311803366,13.490068538060996,131.31059586815283,130.7793540493879,125.73717171362559,d
73.15362245135412,32.16800354642048,22.756412918108005,7.058229263361053,52.74499820253322,72.52285337445923,57.03124262397445,75.79457947750976,56.08640244299024,76.56412533468983,29.27293994868008,48.46923594720451,4.060957383186222,2.688308831970664,1,41.880426596597324,12.29013031815998,126.13142389772324,130.44387756017005,124.69173380344647,d
77.26462318816345,31.62406597042684,24.428085672464388,6.680621757149425,54.89184910337122,73.12687835657492,55.28176053323863,77.02897887928914,55.68737476305943,77.00995827290441,24.97530584999944,47.74478193937218,3.0061066940735666,1.012912098035062,1,43.26686962912265,14.866123385612775,128.7280702649223,129.94692539188836,124.48165908075704,d
