thumb_index,index_middle,middle_ring,ring_pinky,hand_direction_x,hand_direction_y,hand_direction_z,label
29.93035813618362,53.62007859811617,3.481188532560583,2.8651917519187324,-0.0185531,0.176085,-0.9842,d
29.377139322380554,55.559419950721654,2.697548837147533,3.6239710333352924,-0.0498817,0.18861,-0.980784,d
29.87745693344465,56.19490972902682,0.9387321656599671,2.802862188004915,0.000589815,0.154607,-0.987976,d
29.94500268617366,60.54157794141781,4.032964341949246,4.357605077228393,-0.0327644,0.120308,-0.992196,d
27.28141517093585,44.80325640840464,8.291851814287766,3.283872488527369,0.0552844,0.0282238,-0.998072,d
32.04026364467203,53.67125848505709,3.8687344295916963,3.0456534991900845,-0.069879,0.13881,-0.987851,d
28.513073695200355,37.627628153405176,11.118448073516063,2.3368408750317022,0.0261903,0.0224602,-0.999405,d
25.514994004081384,23.6542571097562,30.255583041614724,0.7545957688845265,-0.0200971,0.120565,-0.992502,d
26.78174259798948,18.314232070639644,51.112343864112745,1.8703666099944272,-0.0205084,0.122538,-0.992252,d
24.94610486831336,43.240274843276374,7.131142851234696,2.87639790457275,0.0232411,0.059677,-0.997947,d
26.18886470625658,38.74645756295104,13.513776065846395,2.329589106901678,-0.00744387,0.0607209,-0.998127,d
27.089373506361667,19.367534089641335,35.922986179960105,4.494289525757029,-0.02116,0.0919365,-0.99554,d
23.504908970593185,50.2164420703351,3.448924796048757,1.6363784015143379,-0.0679106,0.117506,-0.990747,d
27.148628413881127,49.960185990404995,3.3459975935588635,0.9736641711434474,-0.0457914,0.0810869,-0.995655,d
29.625513199709346,50.10176692426206,3.704243758486478,8.277045092574705,0.0101377,0.093346,-0.995582,d
28.263863472328904,51.07287003239053,2.6666998067594956,1.9560418124845227,-0.01505,0.0900606,-0.995823,d
29.27293994868008,48.46923594720451,4.060957383186222,2.688308831970664,-0.00163193,0.0511267,-0.998691,d
24.97530584999944,47.74478193937218,3.0061066940735666,1.012912098035062,-0.00937294,0.0919377,-0.995721,d
28.56001145096771,51.12019710213928,3.462101077488616,2.3510340819246256,-0.00781581,0.0667623,-0.997738,d
27.13652094376885,43.5394313861323,4.668160416537894,5.418854206818469,0.0496606,0.0276598,-0.998383,d
30.087794620000093,55.574571684768046,4.343458317126652,5.05364493151273,-0.0408947,0.135785,-0.989894,d
24.21632013012286,43.863216674093145,4.487320204729016,3.2074811263533256,0.0172216,0.095988,-0.995233,d
20.739361049474898,45.95874665958947,2.39215101551835,2.2888503659094015,0.0339998,0.113031,-0.99301,d
26.78553171466659,44.28719649721319,3.977067929936356,3.55632574381506,-0.0180508,0.0918783,-0.995607,d
23.179436967978972,44.31893984668933,3.8690610451548944,3.0746938513187128,0.0113905,0.0959271,-0.995323,d
38.76646016151151,1.9043131883001505,3.873172226622629,6.267744895995117,-0.141773,0.146785,-0.978956,e
39.101165818690944,2.3017717390474424,3.902005907396087,6.049598691891624,-0.145471,0.131076,-0.980641,e
40.0804599769143,1.5224984877840302,1.8367629272090915,5.61884993174281,-0.145958,0.149966,-0.977858,e
40.367665104105576,2.798477733341976,4.981578879326133,6.230985139228049,-0.0627132,0.215534,-0.974481,e
46.933628603531595,4.126573630068434,3.307289102767124,5.120293427359576,-0.107355,0.181426,-0.977527,e
37.29875867832134,3.16086470802282,3.9547966801329517,6.348332033554115,-0.0540704,0.137105,-0.98908,e
37.481472834255655,3.284560610384006,5.473166920820921,6.672296049759565,-0.0305634,0.153465,-0.987681,e
41.525911432736216,4.647189951737001,6.106730091192018,6.564843014750818,-0.0358456,0.185474,-0.981995,e
36.78630320818367,3.1148149343107527,5.405515553489429,6.127752678547014,-0.0184201,0.221859,-0.974905,e
40.32956965655071,3.949209374718775,4.632704186618481,5.739345023070081,-0.0591859,0.227702,-0.971931,e
36.80340583949929,3.0281847236677857,4.536084476550635,6.395839471284665,-0.073257,0.227077,-0.971117,e
46.328455836218474,7.922916107002613,6.448502689299381,6.587764885624569,-0.0452471,0.195908,-0.979578,e
32.39907726000888,4.821466921279363,8.06858520058253,7.199634325411444,-0.0236002,0.254126,-0.966883,e
40.46618676044175,1.0863512796926231,4.419610844449854,4.790849937228773,-0.0896574,0.180256,-0.979525,e
43.88236703360295,6.735498296906004,5.359882477532265,6.605636507819005,-0.0417552,0.206076,-0.977645,e
41.19527868895874,5.818661757341693,4.775003561576169,5.6637764694643495,-0.0442099,0.252897,-0.966483,e
46.27638695435863,4.486469710833619,3.5651933907222633,4.56542264518252,-0.0485707,0.187251,-0.981111,e
45.66738348147347,2.486112496114839,3.8901264508350435,6.896899119960578,-0.0459775,0.110714,-0.992788,e
51.655019828370804,2.6920230680562676,3.775757301245522,5.440918910367295,-0.017124,0.172212,-0.984911,e
42.10037265021343,2.811652681987253,4.222439336402522,5.019626003796021,-0.0243372,0.200073,-0.979479,e
55.166827650885345,2.148168279091296,3.0989130227375936,5.603058590388891,-0.0394974,0.152561,-0.987504,e
41.78880890369861,4.358855763636323,4.123531145632806,4.5003217075345985,-0.049952,0.204312,-0.977631,e
54.27592826441848,3.2746438744372113,3.858670873249462,5.6967214138652285,-0.0720535,0.193501,-0.978451,e
46.62086520378047,3.9797294411306954,3.35978923197651,4.81276923848357,-0.0721548,0.19407,-0.978331,e
51.68311705110763,2.9184641503222286,3.9181938028784646,5.96966213915412,-0.067706,0.159242,-0.984915,e
125.01205527889041,8.913671742726143,3.406994508416777,27.667601027797183,-0.0445248,-0.323473,-0.945189,a
124.4859998387483,8.770314253209595,3.241583713237038,27.328721435386022,-0.0183844,-0.313945,-0.949263,a
124.10889047795416,8.830535511510751,3.129861556852666,27.092464257539913,0.0635649,-0.341341,-0.937788,a
124.75308698170382,8.91098455736738,3.206625262330696,27.510581547066128,0.0435622,-0.32573,-0.944459,a
124.72564841024177,8.924238843646878,3.3478550241521017,27.68636385883804,-0.0926174,-0.307267,-0.947105,a
125.2340332581178,8.973028813295544,3.341005171833134,27.589869581545543,0.133481,-0.363483,-0.921988,a
124.2966601614258,8.690592242508664,3.2352436970957505,26.976308496456564,-0.262276,-0.281498,-0.923022,a
124.52255577433924,8.787432703184178,3.2221748278642477,27.49672780661196,0.0731688,-0.209485,-0.97507,a
125.41090462570932,8.969122261606131,3.696042054834453,27.301022238484922,-0.131659,-0.175521,-0.975632,a
125.0600238152652,8.819498598646463,3.5394336936258473,26.69568510957909,0.178633,-0.38344,-0.906126,a
124.89387800309284,8.835034768705238,3.488583735973617,27.141823576206473,-0.0518509,-0.208727,-0.976598,a
124.69968227261128,8.758493584144528,3.31403184737532,26.67967081243989,0.164265,-0.351274,-0.92175,a
124.80630306263096,8.746354852517051,3.4229627656935566,27.284450703348288,-0.130561,-0.324651,-0.936779,a
124.66791303426236,8.691202503056077,3.4006969533919666,26.778635065718518,-0.0887811,-0.288575,-0.953332,a
124.68313667640072,8.780370498789482,3.4704253012826616,27.14881774392829,-0.29509,-0.15293,-0.943151,a
124.93332523403575,9.098848273909002,3.8008355363722757,27.10682992779248,-0.0518496,0.174071,-0.983367,a
120.70247057770541,9.159556420131494,3.6491385753966887,26.633562742252177,0.0326008,-0.0368457,-0.998789,a
115.0218045775676,9.139056892862696,4.0360272022267365,26.88715171134806,0.0569176,-0.273119,-0.960295,a
124.50048531917652,9.073352351774298,3.410127370072073,26.55927532766353,-0.035057,-0.436638,-0.898954,a
123.93611089583665,8.879942664850045,3.2920951195372465,27.358064992907735,0.0394289,-0.245498,-0.968595,a
125.36546165771357,8.958469016669437,3.3973055980012106,27.155090736803636,-0.00127336,-0.1443,-0.989533,a
79.59303412703927,8.700333595177192,4.092968037936837,8.370607494276218,0.159062,0.350927,-0.922794,a
80.99882957542597,9.181242444584552,3.8994779713153584,8.758745657308836,-0.363218,0.317567,-0.875913,a
89.6385598635777,9.224613224787468,3.496891442784253,9.535837381482681,0.0826415,0.129906,-0.988076,a
90.03449856709321,9.435863071911035,3.373708553468749,9.551406018358328,-0.131107,0.119047,-0.984195,a
30.210863923201842,2.460472383263873,6.578092868614262,2.210758474194924,-0.180953,-0.246597,-0.952074,b
36.00664027026585,4.240662584152696,7.261068691557012,1.5467140083540754,-0.281037,-0.410855,-0.867304,b
29.174300098691216,3.0809937624577226,7.009110852270017,0.9865271450050355,-0.303383,-0.444576,-0.842799,b
45.23166104410827,3.107613787148338,3.5525860461246004,7.248267407943148,-0.308663,-0.139617,-0.940869,b
34.56121907224993,2.597705241396204,7.82026775433015,4.786497534873367,0.00443413,-0.10837,-0.994101,b
32.86836279669297,2.5025078470841087,6.267095455391689,1.6199372583445795,-0.269996,-0.0788753,-0.959625,b
26.797274960438198,4.779220233403174,6.408042705820932,1.7234757919219288,-0.201029,-0.150753,-0.967916,b
32.97970885521346,6.2167156818164,7.075228342420547,1.997945847283762,-0.299839,-0.183581,-0.936159,b
41.384016048732214,4.7987619698897,5.953295877016346,5.3635047116087815,-0.261428,-0.375979,-0.888985,b
39.41681186880402,10.157796572264065,2.6555420691643166,5.412611355977795,0.364843,0.485526,-0.794452,b
26.487162898506497,3.1005849513635617,2.495906783734853,4.685084106007491,-0.19279,-0.206561,-0.959252,b
28.683912981562738,2.6250714812236855,5.662620794112142,2.9869895191767637,-0.102465,-0.238186,-0.965799,b
27.650302120074137,1.101121597269177,6.230940899309298,3.765127755329906,-0.0171688,-0.199583,-0.979731,b
14.868335391626937,1.130781123692563,9.331039725355087,3.9303507309257775,0.060884,-0.131622,-0.989429,b
25.166930701531562,3.563790267771584,12.244130729343045,4.058319589936394,-0.23573,0.177089,-0.955547,b
31.55420596003089,3.3907840406714183,6.547295640796108,1.0618405292964452,-0.445982,-0.0666515,-0.892557,b
30.58251267964942,3.3686739144824434,6.209344674637083,1.7394546481689668,-0.23352,-0.26139,-0.936559,b
26.55345729797053,2.1208086058173263,8.282521176280826,3.818412264730871,-0.0918341,-0.118908,-0.988649,b
27.48982100579063,2.1196112387812263,10.520118431291506,4.165559493772044,-0.013196,-0.0677134,-0.997618,b
31.619514391139454,3.075596849581076,1.0469931431545232,4.190034514388693,-0.108786,0.0393378,-0.993287,b
30.500494822461988,7.529463931181586,2.8431299490710193,3.3497467109005883,-0.148918,-0.149629,-0.977463,b
24.063298056945165,8.430046568000975,2.4099318132795142,3.849667926872513,0.0343525,-0.132048,-0.990648,b
16.889731046437145,9.339323219523918,2.556008819674003,3.454273051751589,-0.473382,0.0934262,-0.875889,b
18.450342188686065,11.69139619143206,1.7151653521901313,3.5365102258081382,-0.0253292,-0.144146,-0.989232,b
18.893340258556286,8.532799472579553,3.4749694965726934,4.2540571398262355,-0.355935,0.151737,-0.92211,b
26.19963124728986,5.0124446475200735,4.269529556577106,4.7057523362904625,-0.455585,0.283454,-0.843858,c
36.51976928424558,14.965942982632138,16.793212893879915,5.213122541490785,-0.325576,-0.00267096,-0.945512,c
24.463934577780268,10.529952611755542,11.130489299333966,4.059323133329832,-0.362438,0.50373,-0.784152,c
25.618046839005274,6.411175358474435,11.057112041208134,23.930472551100607,-0.225917,0.54054,-0.810418,c
28.50425025329958,4.94162035162858,8.427986007580117,4.520518867558313,-0.189534,0.342827,-0.92008,c
33.688534510068486,4.880659827940885,11.287889297711745,5.10999088944762,-0.203322,0.290156,-0.935131,c
37.774728265686655,8.635390586085041,14.635993464550342,7.918437270612163,-0.390741,-0.0162754,-0.920357,c
29.52168920709282,14.164291129312886,18.1390454292061,3.129213977056575,-0.52709,0.10888,-0.842806,c
47.424847302099714,33.260377738296164,2.9705117340926037,3.316756773553421,-0.414296,0.169502,-0.894219,c
30.868905482060118,50.66285573526449,36.88577832119655,5.465340381919062,0.173098,0.141793,-0.974645,c
38.43926274715964,7.6406605111031025,13.424672296246815,7.460075325903106,-0.222859,0.330864,-0.916986,c
26.615750286163138,4.032301313874016,9.716958232351663,6.100726727911797,-0.277288,0.0851288,-0.957008,c
32.378675155868955,0.923280801339717,14.131593131826126,4.337207957678578,-0.320337,0.303553,-0.897351,c
32.307809556683985,3.6490294743437937,32.411923236853276,4.385625847246409,-0.228757,0.112834,-0.966922,c
33.66396691916534,1.2568515523021606,39.16243383869934,4.547356109658617,-0.112765,0.112319,-0.987253,c
34.277758683436744,41.94034580048809,6.234427434026134,7.305697084756209,-0.0264961,0.425173,-0.904724,c
34.26926355735817,13.116388515669273,10.352545972316134,7.14528434783008,-0.0941092,0.500879,-0.860386,c
37.288173120328196,14.203380746924866,11.951947266335646,8.796589702041508,-0.0971658,0.525601,-0.845164,c
33.167000047892834,14.309789831044824,18.12388477758208,5.4590583694711174,-0.282904,0.404107,-0.869864,c
41.818006482951446,6.346092164809876,19.497911981060938,9.402060560200686,-0.143155,0.394711,-0.907584,c
33.19006109486181,6.175865911861274,25.41389320144668,5.09528398878413,-0.131534,0.454092,-0.881192,c
36.476103496521304,6.1115703225369895,31.040317672255696,4.670816875116948,-0.100534,0.481865,-0.870459,c
33.052049578690095,6.081165835333248,17.834424965164022,4.982826497857504,-0.0521204,0.395104,-0.917157,c
34.68201997921513,6.06397465899438,16.414437546855495,4.774517907994661,-0.0684632,0.509721,-0.857612,c
37.66688955942387,6.055135195428676,21.232597598089583,9.270508816282893,-0.0602526,0.520851,-0.851519,c
40.47714733038525,34.049130401279015,8.29062656436785,7.378090963362259,-0.009755,-0.29513,-0.955407,d
37.828665758949604,28.14600293382343,9.452010525908578,7.425006577567841,-0.092846,-0.312802,-0.945269,d
47.748717956435364,50.06435798481763,2.292841761170593,6.552150984683229,-0.0850704,-0.226638,-0.970257,d
50.52725312810973,43.132961351222654,0.9488940377814465,5.376278428380454,-0.0618815,-0.234781,-0.970077,d
51.121583443992705,39.5331142138218,4.425306159229395,7.546288636594818,-0.00558274,-0.206981,-0.978329,d
55.99271746499267,55.09648498374389,1.6778904866760087,5.89874555747161,-0.0768416,-0.278936,-0.95723,d
57.07838707642406,53.089075863618994,2.8223764973130967,5.550592019789514,-0.0781668,-0.362445,-0.928722,d
58.67622818313594,56.55855635795964,2.6482131861464477,4.884153947993265,-0.0392388,-0.487325,-0.872339,d
57.102333932076924,61.7553209434729,1.633413724840774,4.758057299354242,-0.0570656,-0.449175,-0.891619,d
52.52770951882854,50.11756265089292,1.0715457914931623,9.057540633458272,-0.148801,-0.502723,-0.851545,d
55.316563336495065,51.30508513561152,3.3133896053491543,5.034343370164039,-0.174554,-0.469294,-0.865618,d
55.63867383527589,55.24632307589095,2.0942829914078844,7.116220756855295,-0.134128,-0.436872,-0.889468,d
54.41530851232438,61.26761835369137,5.383101074750215,8.561823447306512,-0.0903853,-0.378573,-0.921148,d
53.150291367719674,53.91586353158369,6.425087616244031,8.11091692355455,-0.0394151,-0.402169,-0.914717,d
55.972918266976144,48.93074908369264,7.375361449737277,0.4366788521832189,0.0589143,-0.466918,-0.882336,d
47.26560232068492,63.00823973358647,5.024679251976896,1.441533388339736,0.165234,-0.313022,-0.935262,d
44.24934166220562,67.5181148851277,3.5003249989701355,3.862449795716335,-0.0248483,-0.197978,-0.979891,d
46.877910469618556,52.27823740850195,2.8475861065853385,9.699430135041933,-0.02817,-0.286899,-0.957546,d
50.54654238503931,66.90906626682666,2.349960603742666,29.17617707471493,-0.116202,-0.271663,-0.955351,d
51.952550834427875,82.08205410088551,4.96560568053111,6.348260797574544,-0.212078,-0.205548,-0.955392,d
52.53785265675947,78.5457015683385,0.8595663196552726,8.440992795266123,-0.133999,-0.11826,-0.9839,d
53.243778133789036,65.177400435172,1.9872373881426408,3.9584003647956543,-0.0110094,-0.226566,-0.973934,d
52.40171385365417,70.04343931095411,3.0684946454568793,5.939171710257087,-0.0578361,-0.181928,-0.98161,d
50.658444061206765,76.26141007098317,5.050969844833959,7.416249878383346,-0.1022,-0.151718,-0.983126,d
18.70666639915755,7.951735769254558,8.606023360858636,50.763725159700186,-0.200193,0.208244,-0.95737,d
46.32206214134436,3.966325993362991,4.996650568526014,7.901178777125772,-0.289372,-0.215351,-0.932678,e
36.11377735874791,2.590364533072527,6.331731254359084,5.650624083892878,-0.22405,-0.238695,-0.944895,e
49.90935873200289,7.749974409282765,19.26554950814626,4.133168290768915,-0.295955,-0.293697,-0.908929,e
46.43828302883444,8.170607788220346,17.74206196450997,4.487778141364341,-0.171662,-0.332654,-0.927294,e
43.303347131970064,8.485704315387002,18.42642922244822,4.457339324522216,-0.122741,-0.335234,-0.934105,e
48.21875313063323,8.18532469243757,26.30616226469621,3.669838364436348,-0.19733,-0.328665,-0.923602,e
47.898219923244106,7.777249700400235,23.62312394066211,4.253277497236401,-0.395038,-0.275607,-0.876348,e
