hand_direction_x,hand_direction_y,hand_direction_z,thumb_direction_x,thumb_direction_y,thumb_direction_z,index_direction_x,index_direction_y,index_direction_z,middle_direction_x,middle_direction_y,middle_direction_z,ring_direction_x,ring_direction_y,ring_direction_z,pinky_direction_x,pinky_direction_y,pinky_direction_z,label
-0.0271671,-0.182441,-0.982841,0.691519,-0.529905,-0.490919,-0.369387,0.00766377,-0.929244,-0.0132922,0.0701156,-0.99745,0.363884,-0.205927,-0.908395,-0.422123,-0.585762,0.691878,w
-0.00910525,-0.172916,-0.984895,0.698897,-0.501481,-0.509961,-0.368324,-0.00461324,-0.929686,-0.01369,0.0393869,-0.99913,0.367885,-0.279075,-0.887005,-0.363325,-0.742754,0.562415,w
0.0272218,-0.142131,-0.989473,0.638965,-0.482452,-0.599136,-0.35017,-0.0370832,-0.935952,0.0110691,-0.00705519,-0.999914,0.395875,-0.365227,-0.842551,-0.295012,-0.822971,0.485475,w
0.00497928,-0.1452,-0.98939,0.594674,-0.494745,-0.633711,-0.367058,-0.0384683,-0.929402,-0.0120178,-0.00993273,-0.999878,0.366689,-0.371479,-0.852961,-0.273853,-0.832277,0.481995,w
-0.0373104,-0.112713,-0.992927,0.584581,-0.464982,-0.664873,-0.375317,-0.0331765,-0.926303,-0.0406779,-0.00865387,-0.999135,0.329857,-0.355831,-0.874402,-0.248478,-0.838146,0.485561,w
-0.0481186,-0.0838634,-0.995315,0.612059,-0.430181,-0.663572,-0.411384,-0.03931,-0.910614,-0.0862831,-0.00992429,-0.996221,0.304577,-0.341993,-0.888973,-0.232912,-0.836451,0.496086,w
-0.0433875,-0.173042,-0.983958,0.549283,-0.539319,-0.638297,-0.417992,-0.0532552,-0.906888,-0.0833885,-0.017055,-0.996371,0.31591,-0.362176,-0.876943,-0.275114,-0.851851,0.445715,w
-0.104814,-0.216407,-0.970661,0.36117,-0.588109,-0.723661,-0.407343,-0.0572978,-0.911476,-0.0904119,-0.0152673,-0.995787,0.266287,-0.379425,-0.886075,-0.227721,-0.834743,0.501345,w
-0.151497,-0.174852,-0.97287,0.365163,-0.545926,-0.75407,-0.423699,-0.0717884,-0.902954,-0.105022,-0.0338066,-0.993895,0.233536,-0.400909,-0.885852,-0.197394,-0.847529,0.492676,w
-0.164485,-0.175235,-0.970689,0.360599,-0.543378,-0.758095,-0.428578,-0.0846027,-0.899535,-0.0953671,-0.0367652,-0.994763,0.236714,-0.413527,-0.879182,-0.18122,-0.846359,0.500835,w
-0.124697,-0.175972,-0.976465,0.349039,-0.552588,-0.756848,-0.405401,-0.0980098,-0.90887,-0.0731328,-0.0509935,-0.996018,0.255021,-0.423313,-0.869351,-0.207803,-0.851493,0.481432,w
-0.0999249,-0.182072,-0.978195,0.39158,-0.552943,-0.735472,-0.398856,-0.104762,-0.91101,-0.0569208,-0.0699912,-0.995922,0.262872,-0.43694,-0.860222,-0.219704,-0.866952,0.447354,w
-0.0644042,-0.208889,-0.975816,0.44736,-0.554306,-0.701864,-0.402516,-0.0917921,-0.910799,-0.0354919,-0.0693224,-0.996963,0.328069,-0.431533,-0.840327,-0.201991,-0.88119,0.427439,w
-0.045239,-0.341519,-0.938785,0.365724,-0.687201,-0.627695,-0.39463,-0.0905069,-0.914372,-0.0472724,-0.06758,-0.996593,0.361836,-0.32498,-0.873764,-0.239172,-0.859954,0.450861,w
-0.0262365,-0.319004,-0.94739,0.428841,-0.65222,-0.625064,-0.40179,-0.0887208,-0.911424,-0.043716,-0.070005,-0.996588,0.377351,-0.344851,-0.859467,-0.232193,-0.853492,0.466517,w
-0.0384659,-0.341944,-0.938933,0.444545,-0.670378,-0.594115,-0.394713,-0.10342,-0.912965,-0.0432733,-0.0680443,-0.996743,0.368173,-0.354792,-0.859402,-0.247396,-0.83646,0.48901,w
-0.0325882,-0.341297,-0.939391,0.448491,-0.667286,-0.59463,-0.390222,-0.109472,-0.914189,-0.0358107,-0.0668152,-0.997123,0.372403,-0.378308,-0.847466,-0.237481,-0.857964,0.455523,w
0.113389,-0.10179,-0.988323,-0.501191,-0.568219,-0.652637,-0.979691,-0.0112098,-0.200201,-0.27573,0.145045,0.950229,-0.257793,0.298544,0.91892,-0.348018,0.364183,0.86386,x
0.0632106,-0.139441,-0.988211,-0.489391,-0.666765,-0.562069,-0.997901,-0.0523595,-0.0381142,-0.22812,0.181731,0.956522,-0.227747,0.31016,0.923002,-0.299623,0.383922,0.873402,x
0.0406305,-0.161447,-0.986045,-0.456602,-0.786629,-0.415607,-0.997391,-0.0506658,-0.0514133,-0.109328,0.190664,0.975548,-0.135034,0.293328,0.946427,-0.215527,0.388236,0.896003,x
0.0461293,-0.185718,-0.98152,-0.422656,-0.822434,-0.380742,-0.995963,-0.0896674,-0.00418722,-0.160115,0.213654,0.963699,-0.181105,0.334583,0.9248,-0.272716,0.410793,0.869986,x
0.0231071,-0.170346,-0.985113,-0.405221,-0.81569,-0.41285,-0.986865,-0.160005,0.0222521,-0.174573,0.183488,0.967397,-0.175467,0.355775,0.917952,-0.287846,0.385042,0.876862,x
0.074014,-0.154824,-0.985166,-0.447403,-0.705449,-0.549703,-0.988861,-0.145425,-0.0317157,-0.276979,0.166828,0.946283,-0.286505,0.336415,0.897073,-0.384514,0.381174,0.840747,x
0.113669,-0.14937,-0.982226,-0.399248,-0.73178,-0.552357,-0.980601,-0.173659,-0.0909051,-0.211355,0.168029,0.962858,-0.250893,0.33219,0.909232,-0.399489,0.369376,0.839029,x
0.132808,-0.146915,-0.980193,-0.406258,-0.731721,-0.547301,-0.987491,-0.119757,-0.102567,-0.209362,0.173771,0.962274,-0.229017,0.300286,0.925948,-0.352778,0.375411,0.857096,x
0.0761942,-0.110962,-0.9909,-0.459732,-0.694523,-0.553429,-0.996157,-0.0870205,0.00989739,-0.158398,0.139202,0.977513,-0.193061,0.23143,0.953503,-0.309243,0.348219,0.884936,x
0.0826751,-0.105229,-0.991005,-0.46012,-0.697218,-0.549706,-0.993175,-0.0867424,0.0779649,-0.201468,0.138284,0.969684,-0.315519,0.233583,0.919721,-0.361851,0.352058,0.863203,x
-0.0166172,-0.0862823,-0.996132,-0.497665,-0.676037,-0.543418,-0.973398,-0.139121,0.182049,-0.181487,0.108772,0.977359,-0.25074,0.206329,0.945811,-0.324186,0.323651,0.888906,x
-0.0956172,-0.058906,-0.993674,-0.523059,-0.6897,-0.500723,-0.941936,-0.154795,0.297986,-0.130704,0.0846741,0.987799,-0.173447,0.185719,0.967174,-0.266738,0.305021,0.914228,x
-0.0511793,-0.0781859,-0.995624,-0.492428,-0.716241,-0.494483,-0.971685,-0.120316,0.20335,-0.189523,0.109389,0.975764,-0.246003,0.20629,0.947062,-0.29556,0.322862,0.899113,x
-0.0386592,-0.0355831,-0.998619,-0.500105,-0.686049,-0.528423,-0.936312,-0.1525,0.316329,-0.218593,0.0635099,0.973747,-0.250229,0.175668,0.952117,-0.329825,0.293255,0.897339,x
-0.0344399,-0.0462217,-0.998337,-0.476567,-0.718484,-0.506621,-0.930948,-0.16342,0.326543,-0.246722,0.0586137,0.967312,-0.271046,0.212296,0.938863,-0.349974,0.300459,0.887267,x
-0.0476736,-0.0671976,-0.9966,-0.514056,-0.650834,-0.558714,-0.971045,-0.162907,0.174739,-0.0422524,0.076195,0.996197,-0.0653651,0.195663,0.97849,-0.245454,0.301981,0.921173,x
0.0518782,-0.070564,-0.996157,-0.452718,-0.721881,-0.523388,-0.994087,-0.0964478,0.0498827,-0.235131,0.102236,0.966572,-0.270626,0.213792,0.938645,-0.368393,0.329514,0.869314,x
0.0322882,-0.0906084,-0.995363,-0.463408,-0.698981,-0.544682,-0.991514,-0.125614,0.0334763,-0.10952,0.118156,0.986937,-0.139331,0.257658,0.956138,-0.288576,0.331977,0.898062,x
0.0616095,-0.178942,-0.981929,-0.456379,-0.754338,-0.471903,-0.994367,-0.0840692,0.0645542,-0.12078,0.198957,0.972537,-0.14239,0.287327,0.94719,-0.282891,0.405342,0.869293,x
0.0862383,-0.17446,-0.980881,-0.443952,-0.784711,-0.432592,-0.991096,-0.0667254,0.115227,-0.156076,0.195067,0.968292,-0.176699,0.282772,0.942771,-0.314077,0.410393,0.856115,x
0.0784124,-0.175842,-0.981291,-0.452487,-0.744977,-0.490168,-0.987075,-0.0980919,0.126733,-0.182981,0.200649,0.962423,-0.216909,0.293965,0.930878,-0.324322,0.405554,0.8546,x
0.0376691,-0.195767,-0.979927,-0.502594,-0.698942,-0.508802,-0.996238,-0.0702872,0.0506827,-0.297273,0.228416,0.927068,-0.305667,0.331776,0.892465,-0.344985,0.431038,0.833782,x
0.0549333,-0.166139,-0.984571,-0.423724,-0.742774,-0.518406,-0.980507,-0.181673,0.074844,-0.174956,0.189259,0.966215,-0.197604,0.328161,0.923722,-0.342105,0.378499,0.86006,x
0.0544156,-0.171387,-0.9837,-0.366785,-0.827806,-0.424507,-0.972741,-0.194235,0.126679,-0.180564,0.185382,0.965935,-0.212294,0.350316,0.912255,-0.340111,0.382988,0.858863,x
0.0499407,-0.171091,-0.983989,-0.383595,-0.80075,-0.46006,-0.976729,-0.201839,0.0725364,-0.266215,0.178875,0.947171,-0.284925,0.345815,0.893997,-0.386072,0.375567,0.842554,x
0.516922,0.106999,-0.849319,-0.485628,0.208847,-0.848851,-0.363008,-0.162142,0.91757,-0.489266,-0.192798,0.850557,-0.62747,-0.263438,0.732722,0.481527,-0.53365,-0.695234,y
0.457766,0.170495,-0.872572,-0.383076,0.148888,-0.911639,-0.310563,-0.160386,0.936924,-0.435492,-0.178992,0.882218,-0.581158,-0.27298,0.766641,0.505813,-0.455581,-0.732529,y
0.415957,0.249763,-0.874413,-0.377028,0.143195,-0.915065,-0.292837,-0.259963,0.920144,-0.402155,-0.261051,0.877567,-0.542333,-0.332169,0.771712,0.50608,-0.4253,-0.750335,y
0.398552,0.227448,-0.888495,-0.400204,0.138505,-0.905899,-0.289768,-0.23573,0.927613,-0.395164,-0.236351,0.887685,-0.525758,-0.304146,0.794401,0.497444,-0.458942,-0.736153,y
0.375996,0.178201,-0.909325,-0.434835,0.0921103,-0.895787,-0.272063,-0.178285,0.94562,-0.376688,-0.180029,0.908678,-0.503283,-0.243318,0.829158,0.474134,-0.495863,-0.727542,y
0.370214,0.173916,-0.912521,-0.432574,0.0943926,-0.896644,-0.270655,-0.184902,0.944752,-0.361142,-0.179668,0.915039,-0.505801,-0.248863,0.825973,0.482121,-0.520198,-0.70495,y
0.366895,0.166463,-0.915248,-0.43234,0.0875176,-0.897454,-0.268767,-0.176813,0.946838,-0.359957,-0.170893,0.917184,-0.507737,-0.239687,0.827498,0.477234,-0.528401,-0.702168,y
0.38513,0.165753,-0.907855,-0.433086,0.100777,-0.895701,-0.286562,-0.167694,0.943272,-0.383234,-0.167892,0.908264,-0.516352,-0.238237,0.822572,0.490888,-0.520104,-0.698942,y
0.395147,0.186243,-0.89954,-0.429429,0.1036,-0.897139,-0.291915,-0.184121,0.938555,-0.395442,-0.191199,0.89837,-0.532498,-0.252438,0.807912,0.517178,-0.526565,-0.674726,y
0.381968,0.219479,-0.897736,-0.407266,0.0985677,-0.907975,-0.28351,-0.227878,0.931501,-0.382508,-0.231429,0.894499,-0.521391,-0.283966,0.804683,0.539037,-0.49602,-0.680737,y
0.384315,0.225652,-0.8952,-0.41427,0.0917521,-0.905518,-0.292677,-0.240629,0.925439,-0.385187,-0.244372,0.889895,-0.526595,-0.292602,0.798174,0.539103,-0.506367,-0.673023,y
0.379376,0.222634,-0.898058,-0.410182,0.0820509,-0.908305,-0.282118,-0.234406,0.930303,-0.363914,-0.23622,0.900981,-0.529849,-0.289101,0.797296,0.532218,-0.525175,-0.66403,y
0.386163,0.208152,-0.898638,-0.414616,0.0898518,-0.90555,-0.285853,-0.211119,0.934728,-0.376263,-0.217833,0.900541,-0.529544,-0.272999,0.803153,0.556585,-0.522246,-0.646121,y
0.394173,0.214432,-0.89367,-0.393593,0.0584348,-0.917426,-0.297811,-0.22657,0.927348,-0.386723,-0.228676,0.893394,-0.53211,-0.276914,0.800111,0.528707,-0.550423,-0.646144,y
0.387609,0.229453,-0.892811,-0.395149,0.0510013,-0.9172,-0.294608,-0.247329,0.923057,-0.390292,-0.249229,0.886317,-0.525676,-0.291565,0.799159,0.521841,-0.569625,-0.634988,y
0.391394,0.231098,-0.890733,-0.399469,0.0671152,-0.914287,-0.297079,-0.250317,0.921458,-0.391973,-0.25477,0.883996,-0.530629,-0.296077,0.794211,0.538521,-0.570009,-0.620553,y
0.398859,0.21562,-0.891302,-0.399652,0.0800883,-0.913161,-0.30629,-0.231402,0.923385,-0.408697,-0.237153,0.88132,-0.527949,-0.290058,0.798208,0.549375,-0.57871,-0.602728,y
0.372765,0.240939,-0.8961,-0.417363,0.0751008,-0.905631,-0.279206,-0.255625,0.925581,-0.382668,-0.263002,0.885661,-0.50599,-0.307893,0.805714,0.532518,-0.573401,-0.622604,y
0.382543,0.240468,-0.892096,-0.404743,0.0829552,-0.91066,-0.284824,-0.24298,0.927274,-0.391105,-0.25119,0.885404,-0.541598,-0.297297,0.786311,0.545525,-0.581354,-0.60368,y
0.405151,0.27339,-0.872417,-0.376084,0.0960998,-0.921589,-0.304224,-0.274402,0.912223,-0.412833,-0.281736,0.866137,-0.554322,-0.336496,0.761248,0.548884,-0.578928,-0.602966,y
0.409963,0.282204,-0.867347,-0.376968,0.0999018,-0.920823,-0.310601,-0.28273,0.907519,-0.40672,-0.29015,0.866252,-0.56004,-0.347183,0.75221,0.547821,-0.575493,-0.607207,y
0.416398,0.256555,-0.872234,-0.374232,0.0897338,-0.922983,-0.313975,-0.267,0.911115,-0.417363,-0.281639,0.863995,-0.558943,-0.322963,0.763726,0.545728,-0.587561,-0.597455,y
0.416837,0.242032,-0.876166,-0.370043,0.0787139,-0.925674,-0.316276,-0.257761,0.912978,-0.421854,-0.269446,0.865701,-0.546431,-0.295201,0.783754,0.549241,-0.599818,-0.581853,y
0.411673,0.278922,-0.867599,-0.368639,0.0844767,-0.925726,-0.309209,-0.296861,0.903473,-0.419287,-0.309736,0.853383,-0.54349,-0.350711,0.762641,0.575327,-0.559053,-0.597041,y
0.420463,0.283647,-0.861833,-0.37607,0.0922171,-0.921991,-0.306573,-0.299735,0.903422,-0.437695,-0.317588,0.841166,-0.551834,-0.361499,0.75153,0.567589,-0.564217,-0.599585,y
-0.413515,0.39203,-0.821777,-0.844965,-0.00301122,-0.534813,0.227304,-0.932808,0.279646,-0.0121614,-0.883771,0.467763,-0.175175,-0.859986,0.479309,-0.422267,-0.743231,0.518939,a
-0.199187,0.367769,-0.908334,-0.710515,0.0463311,-0.702155,0.153817,-0.886698,0.436012,-0.161521,-0.819825,0.549362,-0.314325,-0.774466,0.549001,-0.538924,-0.639723,0.54801,a
-0.20839,0.357591,-0.910331,-0.713633,-0.00831931,-0.700471,0.198654,-0.839873,0.505124,-0.109302,-0.750122,0.652204,-0.26652,-0.701023,0.661463,-0.525508,-0.535751,0.660918,a
-0.232625,0.346996,-0.908559,-0.714163,-0.0196768,-0.699703,0.236176,-0.825394,0.512783,-0.073945,-0.749373,0.658006,-0.263633,-0.749711,0.606985,-0.535759,-0.580911,0.612784,a
-0.219602,0.340246,-0.914334,-0.703398,-0.0147968,-0.710642,0.178074,-0.866838,0.465705,-0.136749,-0.807085,0.574381,-0.324259,-0.808054,0.491838,-0.544797,-0.683492,0.485834,a
-0.191769,0.338243,-0.921312,-0.706087,-0.00718502,-0.708089,0.148302,-0.855793,0.495606,-0.154349,-0.779718,0.606808,-0.323187,-0.748835,0.578616,-0.563926,-0.594701,0.57299,a
-0.171643,0.362975,-0.915854,-0.695263,-0.0127579,-0.718643,0.135835,-0.878669,0.4577,-0.152046,-0.774727,0.613743,-0.308789,-0.724132,0.616671,-0.551359,-0.566343,0.612584,a
-0.179423,0.340483,-0.922973,-0.68203,-0.0224373,-0.73098,0.193643,-0.83383,0.516943,-0.11656,-0.746751,0.654811,-0.270867,-0.697607,0.663307,-0.475405,-0.582433,0.659364,a
-0.175851,0.314819,-0.932719,-0.681224,-0.0488639,-0.730443,0.249801,-0.761938,0.597536,-0.0651666,-0.672532,0.737193,-0.233796,-0.633951,0.737188,-0.335607,-0.618978,0.710095,a
-0.185197,0.328587,-0.926139,-0.693298,-0.0188102,-0.720406,0.284133,-0.700202,0.65497,-0.0273249,-0.621071,0.783278,-0.204625,-0.593514,0.778377,-0.322696,-0.533213,0.782018,a
-0.177914,0.313358,-0.93282,-0.686849,-0.0307104,-0.726151,0.301242,-0.678135,0.670363,-0.0179974,-0.600538,0.799394,-0.190405,-0.568804,0.80013,-0.263107,-0.567315,0.780338,a
-0.182424,0.303396,-0.935239,-0.674818,-0.000424871,-0.737984,0.32516,-0.65689,0.68027,0.00269179,-0.584956,0.811061,-0.175145,-0.566526,0.805216,-0.245678,-0.578798,0.777583,a
-0.192302,0.295912,-0.935658,-0.680627,-0.0220675,-0.732298,0.356244,-0.623862,0.695619,0.0344598,-0.561125,0.827013,-0.140754,-0.532812,0.834446,-0.224853,-0.535403,0.814116,a
-0.159096,0.290308,-0.943615,-0.670853,-0.0283579,-0.741048,0.307863,-0.636268,0.707377,-0.0215657,-0.557727,0.829744,-0.190505,-0.523289,0.830588,-0.269086,-0.522026,0.809371,a
-0.165501,0.288745,-0.942993,-0.674312,-0.0253987,-0.73801,0.315288,-0.641587,0.699256,-0.0176586,-0.574649,0.81821,-0.188661,-0.53943,0.820623,-0.278162,-0.531783,0.799895,a
-0.121929,0.271099,-0.954798,-0.643219,-0.0376492,-0.764756,0.231641,-0.691046,0.684688,-0.0946015,-0.580892,0.808465,-0.260794,-0.531664,0.805804,-0.343901,-0.52331,0.779665,a
-0.0751948,0.26778,-0.960541,-0.645768,-0.0660565,-0.760671,0.137414,-0.72778,0.671903,-0.164433,-0.568499,0.806083,-0.324652,-0.50897,0.797214,-0.38795,-0.520384,0.76072,a
-0.0814812,0.271347,-0.959026,-0.645584,-0.0670558,-0.760739,0.145234,-0.721771,0.676722,-0.154612,-0.56223,0.812399,-0.314595,-0.500427,0.8066,-0.37665,-0.507228,0.775148,a
-0.0753071,0.266738,-0.960822,-0.649405,-0.0722675,-0.757001,0.160931,-0.700755,0.695013,-0.14077,-0.54423,0.827041,-0.304602,-0.489475,0.817087,-0.365046,-0.502478,0.783746,a
-0.125842,0.282347,-0.951023,-0.656506,-0.0554669,-0.752279,0.229741,-0.707441,0.66839,-0.089468,-0.584774,0.806247,-0.246776,-0.52648,0.813585,-0.376812,-0.494041,0.783541,a
-0.145344,0.282398,-0.948223,-0.648595,-0.0551928,-0.75913,0.271671,-0.687083,0.673879,-0.0549939,-0.588824,0.806388,-0.21643,-0.537678,0.814899,-0.312544,-0.530312,0.78809,a
-0.141754,0.289688,-0.946566,-0.674676,-0.0310288,-0.737462,0.256611,-0.688957,0.677856,-0.0607051,-0.58096,0.811665,-0.227331,-0.536222,0.812888,-0.306138,-0.539242,0.784537,a
-0.135685,0.282426,-0.949645,-0.654425,-0.0605848,-0.753696,0.237182,-0.716822,0.655676,-0.0831467,-0.604501,0.792253,-0.245298,-0.555111,0.794783,-0.332965,-0.554743,0.762492,a
-0.139317,0.284604,-0.948468,-0.653347,-0.0563659,-0.754957,0.260555,-0.69159,0.673658,-0.0655439,-0.594092,0.801722,-0.225805,-0.543434,0.808512,-0.354123,-0.517407,0.77903,a
-0.123907,0.299917,-0.945884,-0.660308,-0.00747962,-0.750958,0.24549,-0.687486,0.683446,-0.0739583,-0.58293,0.809149,-0.235977,-0.534064,0.811844,-0.369232,-0.500979,0.782744,a
-0.11141,-0.0154339,-0.993655,0.260222,-0.55366,-0.79104,-0.0188875,-0.135303,-0.990624,-0.0732742,-0.143809,-0.986889,-0.0713452,-0.126004,-0.989461,-0.0369053,-0.0802682,-0.99609,b
-0.106361,-0.0298296,-0.99388,0.259706,-0.561488,-0.785674,-0.0208097,-0.159425,-0.986991,-0.0746514,-0.153483,-0.985327,-0.0794418,-0.156559,-0.984469,-0.0470354,-0.0990838,-0.993967,b
-0.109406,-0.0446289,-0.992995,0.263784,-0.558352,-0.78655,-0.0167029,-0.121092,-0.992501,-0.0743425,-0.127816,-0.989008,-0.0730383,-0.145187,-0.986705,-0.038825,-0.0935066,-0.994861,b
-0.0968642,-0.0334295,-0.994736,0.233781,-0.555155,-0.798216,-0.0110402,-0.117779,-0.992978,-0.0722898,-0.118322,-0.99034,-0.0661227,-0.138795,-0.988111,-0.0258566,-0.0993019,-0.994721,b
-0.0979625,-0.0331765,-0.994637,0.225086,-0.557108,-0.799354,-0.0179563,-0.139995,-0.989989,-0.0740277,-0.143582,-0.986866,-0.0763365,-0.143367,-0.986721,-0.0411136,-0.0945955,-0.994666,b
-0.102383,-0.00951008,-0.9947,0.209929,-0.539323,-0.815512,-0.0214345,-0.175285,-0.984284,-0.0888472,-0.175857,-0.980398,-0.0687207,-0.147386,-0.986689,-0.0401147,-0.0967213,-0.994503,b
-0.0975648,-0.00959517,-0.995183,0.205564,-0.540085,-0.81612,-0.0124019,-0.174897,-0.984509,-0.0894962,-0.181277,-0.979351,-0.0621675,-0.14461,-0.987534,-0.0364497,-0.0918721,-0.995103,b
-0.096413,0.00488573,-0.995329,0.235391,-0.527752,-0.81613,-0.0113588,-0.173678,-0.984737,-0.0740672,-0.176626,-0.981487,-0.0658979,-0.160842,-0.984778,-0.0419518,-0.112881,-0.992722,b
-0.117941,-0.00664056,-0.992998,0.245607,-0.523969,-0.815557,-0.0207241,-0.15538,-0.987637,-0.0744433,-0.184626,-0.979985,-0.0801804,-0.184296,-0.979595,-0.0554504,-0.132604,-0.989617,b
-0.0937023,0.0103403,-0.995547,0.259892,-0.528915,-0.807902,-0.0034015,-0.176666,-0.984265,-0.0584068,-0.206147,-0.976776,-0.0640015,-0.201118,-0.977474,-0.0339223,-0.13709,-0.989978,b
-0.0824699,0.0132317,-0.996506,0.265602,-0.520143,-0.811731,0.00588964,-0.170097,-0.98541,-0.0586434,-0.192251,-0.979592,-0.063722,-0.177711,-0.982018,-0.0282528,-0.117104,-0.992718,b
-0.0719619,0.0216797,-0.997172,0.252334,-0.521025,-0.815389,0.00498777,-0.191145,-0.981549,-0.0640347,-0.221875,-0.97297,-0.0595573,-0.162957,-0.984834,-0.0258297,-0.104371,-0.994203,b
-0.0708399,0.025149,-0.997171,0.284065,-0.508483,-0.812867,0.00936419,-0.192421,-0.981268,-0.0584932,-0.215313,-0.974792,-0.0641511,-0.19771,-0.978159,-0.0294823,-0.138962,-0.989859,b
-0.0667983,0.041598,-0.996899,0.280841,-0.495928,-0.821696,0.0118043,-0.220214,-0.97538,-0.0617296,-0.247244,-0.966985,-0.060039,-0.199512,-0.978054,-0.0250245,-0.139052,-0.989969,b
-0.064831,0.0482957,-0.996727,0.267091,-0.484077,-0.833266,0.0134219,-0.212025,-0.977172,-0.0583893,-0.232249,-0.970902,-0.057777,-0.194161,-0.979267,-0.0223703,-0.134003,-0.990728,b
-0.0674516,0.0628505,-0.995741,0.280215,-0.466454,-0.838987,0.00614312,-0.242083,-0.970236,-0.0616632,-0.234082,-0.970259,-0.0651189,-0.197039,-0.978231,-0.0398889,-0.144166,-0.988749,b
-0.0814246,0.0533698,-0.99525,0.284671,-0.47208,-0.834328,-0.00120518,-0.243537,-0.969891,-0.0777142,-0.269536,-0.959849,-0.0736286,-0.215463,-0.973732,-0.0499008,-0.155617,-0.986556,b
-0.0935031,0.0874199,-0.991774,0.302746,-0.447783,-0.84133,-0.018394,-0.248084,-0.968564,-0.0864832,-0.26826,-0.959457,-0.0820676,-0.226464,-0.970556,-0.0629914,-0.160733,-0.984986,b
-0.102914,0.0767542,-0.991724,0.297648,-0.460188,-0.83644,-0.0236004,-0.225839,-0.973879,-0.0812332,-0.261019,-0.96191,-0.080363,-0.219936,-0.972199,-0.0607379,-0.160523,-0.985162,b
-0.0824222,0.0943317,-0.992123,0.307583,-0.446992,-0.839994,-0.0102825,-0.256665,-0.966446,-0.0803591,-0.277435,-0.957378,-0.075595,-0.2291,-0.970463,-0.0508459,-0.167966,-0.984481,b
-0.086907,0.12749,-0.988025,0.312045,-0.415941,-0.854178,-0.0184197,-0.275938,-0.960999,-0.0848667,-0.291758,-0.95272,-0.0802861,-0.233398,-0.969061,-0.0521242,-0.171518,-0.983801,b
-0.0887237,0.107145,-0.990277,0.304943,-0.42699,-0.851287,-0.0137462,-0.223788,-0.974541,-0.0901063,-0.242267,-0.966016,-0.0863441,-0.223581,-0.970853,-0.0580696,-0.167454,-0.984168,b
-0.0808529,0.106947,-0.990972,0.321948,-0.442613,-0.836925,-0.0184531,-0.249203,-0.968275,-0.0903043,-0.285935,-0.953984,-0.0783672,-0.218141,-0.972766,-0.0503556,-0.15228,-0.987054,b
-0.0736393,0.109857,-0.991216,0.290161,-0.425296,-0.85728,-0.0106228,-0.273517,-0.961809,-0.0864014,-0.282647,-0.955325,-0.078916,-0.229587,-0.970083,-0.0444439,-0.173014,-0.983916,b
-0.0679557,0.0934753,-0.9933,0.262219,-0.44083,-0.858435,-0.00585844,-0.274025,-0.961705,-0.0816561,-0.285544,-0.954881,-0.0707218,-0.214735,-0.974108,-0.0349131,-0.14938,-0.988163,b
-0.0956237,0.498506,-0.861596,-0.667119,0.373465,-0.644575,-0.882666,-0.448179,0.141548,-0.907568,-0.328727,0.261266,-0.933372,-0.224034,0.280403,-0.97883,-0.0401844,0.200692,c
-0.0423415,0.503424,-0.863001,-0.609679,0.280704,-0.74128,-0.884443,-0.466398,0.015277,-0.922018,-0.355091,0.154248,-0.946783,-0.263248,0.18521,-0.993968,-0.069942,0.0844773,c
-0.0732883,0.522432,-0.849525,-0.635056,0.33194,-0.697509,-0.888432,-0.457452,-0.0377721,-0.935026,-0.342671,0.0911193,-0.951328,-0.273822,0.141409,-0.996617,-0.0736707,0.0364236,c
-0.128437,0.621537,-0.772784,-0.650067,0.449648,-0.61256,-0.919824,-0.390394,-0.0389502,-0.910559,-0.363308,0.197204,-0.91974,-0.291125,0.263297,-0.964542,-0.0805042,0.251353,c
-0.105187,0.512549,-0.852191,-0.666463,0.33773,-0.664654,-0.857658,-0.508648,0.0754984,-0.923384,-0.357301,0.140347,-0.953149,-0.264998,0.145885,-0.99661,-0.0692374,0.0444304,c
-0.200942,0.497276,-0.844002,-0.734228,0.355854,-0.578167,-0.944738,-0.321531,0.0639329,-0.967509,-0.190923,0.165756,-0.980888,-0.125186,0.148955,-0.987605,0.0396777,0.151861,c
-0.144359,0.53948,-0.829531,-0.690494,0.517779,-0.505097,-0.975736,-0.215462,-0.0389204,-0.98199,-0.131069,0.136078,-0.992298,-0.0628803,0.106729,-0.983892,0.0954508,0.151146,c
-0.208897,0.43568,-0.875525,-0.738609,0.209147,-0.640869,-0.942044,-0.330987,-0.0547768,-0.984053,-0.174925,0.0322478,-0.984734,-0.17163,0.0290029,-0.999026,-0.0285006,0.0336835,c
-0.188997,0.463563,-0.865673,-0.726796,0.250367,-0.639597,-0.953237,-0.254249,-0.163391,-0.990004,-0.140976,-0.00427743,-0.988125,-0.151505,0.0255939,-0.999791,-0.0204251,-0.00017196,c
-0.189301,0.450294,-0.872583,-0.734014,0.269602,-0.623329,-0.964507,-0.245883,-0.0962678,-0.983325,-0.161486,0.0836276,-0.991225,-0.118443,0.0586796,-0.999289,0.0129611,0.0354015,c
-0.194244,0.452339,-0.870436,-0.738467,0.284069,-0.611532,-0.960849,-0.276815,-0.0119131,-0.973997,-0.172915,0.146393,-0.98695,-0.116551,0.111107,-0.994047,0.0353219,0.103065,c
-0.181813,0.441349,-0.878724,-0.7326,0.300757,-0.610608,-0.967451,-0.250556,-0.0355075,-0.975168,-0.154096,0.159067,-0.987601,-0.108433,0.113519,-0.990994,0.0577598,0.120808,c
