thumb_hand_angle,thumb_direction_x,thumb_direction_y,thumb_direction_z,index_hand_angle,index_direction_x,index_direction_y,index_direction_z,middle_hand_angle,middle_direction_x,middle_direction_y,middle_direction_z,ring_hand_angle,ring_direction_x,ring_direction_y,ring_direction_z,pinky_hand_angle,pinky_direction_x,pinky_direction_y,pinky_direction_z,label
41.880426596597324,0.448303,-0.454803,-0.769531,12.29013031815998,0.0492539,-0.15647,-0.986454,126.13142389772324,0.0716063,-0.833659,0.547617,130.44387756017005,-0.0853778,-0.788302,0.609337,124.69173380344647,-0.30227,-0.792407,0.529835,d
43.26686962912265,0.462538,-0.429982,-0.775354,14.866123385612775,0.0526809,-0.159053,-0.985864,128.7280702649223,0.00682022,-0.834337,0.551213,129.94692539188836,-0.131166,-0.810219,0.571262,124.48165908075704,-0.363334,-0.78652,0.499374,d
41.41625924639759,0.432742,-0.443807,-0.78471,13.392501213100017,0.0513336,-0.158519,-0.986021,129.27786810964466,0.0594544,-0.812678,0.579672,130.0117715267188,-0.0840686,-0.801986,0.591397,123.85930056338479,-0.307479,-0.805273,0.506943,d
41.309934695694835,0.472972,-0.47511,-0.742003,14.213054392754874,0.105773,-0.211826,-0.971567,116.55148032889682,0.0457735,-0.904056,0.424956,123.47279925928966,-0.100023,-0.845808,0.524026,115.6733143251759,-0.286413,-0.872659,0.395518,d
44.66271656629514,0.420273,-0.436143,-0.795707,14.277864977152998,0.0380074,-0.0998696,-0.994274,142.42004256715904,0.00109549,-0.711196,0.702993,138.2698871656853,-0.154985,-0.735642,0.659401,124.96667781602623,-0.388415,-0.781811,0.487755,d
43.39257767351814,0.475107,-0.436511,-0.764023,15.973548224781279,0.102269,-0.168153,-0.980442,139.07819246655149,-0.0185891,-0.724499,0.689025,131.88262906275236,-0.183873,-0.78473,0.591937,121.89362147378522,-0.41193,-0.793947,0.447172,d
44.691200873759726,0.539253,-0.39709,-0.742648,19.555633567508032,0.147518,-0.206064,-0.967355,136.78199245754115,-0.0495801,-0.762212,0.645426,132.96272533593552,-0.173026,-0.788132,0.590685,126.17956873435925,-0.407054,-0.768925,0.493012,d
41.82750681882973,0.411127,-0.442872,-0.796768,14.284344446454213,0.0746231,-0.138729,-0.987515,127.02754415103935,-0.0278439,-0.849426,0.526973,127.60977962172444,-0.167066,-0.825004,0.539868,116.87502373560604,-0.3856,-0.839148,0.383592,d
43.28680272275785,0.489055,-0.417271,-0.76597,17.73755992768709,0.139581,-0.18362,-0.973037,136.40295458593417,-0.0175901,-0.7558,0.654567,132.81751074015554,-0.174989,-0.77592,0.606075,123.99495341213937,-0.40552,-0.776513,0.482268,d
8.219169821808043,-0.234692,0.0379227,-0.97133,83.72472199129292,0.0543243,-0.963014,-0.263917,84.90246447825722,-0.105046,-0.969615,-0.220933,78.82715633097921,-0.162715,-0.935177,-0.314591,68.86721869454209,-0.257395,-0.850581,-0.458541,e
8.459932477686959,-0.25968,0.0390396,-0.964905,83.25980503670448,0.0381046,-0.966322,-0.254499,84.55943928525895,-0.122067,-0.970421,-0.208287,78.30285958353679,-0.179687,-0.935218,-0.30509,68.22577162682732,-0.273135,-0.84954,-0.451308,e
11.513139281419061,-0.101997,-0.045115,-0.993761,86.95715005143936,0.0202764,-0.978065,-0.207309,87.14958984896933,-0.145404,-0.973156,-0.178396,80.32105483799165,-0.207415,-0.935965,-0.284516,68.65768424338921,-0.302181,-0.837382,-0.455498,e
22.77680099888075,0.154139,-0.114447,-0.981399,99.81315228027447,0.0561049,-0.997208,-0.0492724,97.12455934105326,-0.113117,-0.98999,-0.0844097,89.15812246846059,-0.17144,-0.961086,-0.216616,77.99424330241733,-0.271381,-0.879669,-0.390556,e
15.230244812242175,0.00814598,-0.056205,-0.998386,97.80656119546128,0.0851912,-0.994843,-0.0550441,94.43039909398634,-0.0848724,-0.991783,-0.095727,88.54356789888492,-0.147882,-0.970602,-0.189901,77.876517683213,-0.261434,-0.898404,-0.352877,e
26.09060244420923,0.201895,-0.232837,-0.951328,96.46195620018743,0.100522,-0.994495,-0.0295649,94.29741869182462,-0.0672342,-0.996013,-0.0586294,87.65090162450399,-0.122834,-0.977714,-0.170255,76.78183786812302,-0.220629,-0.912093,-0.345556,e
25.376406464803228,0.18432,-0.228367,-0.955968,102.01242554852213,0.070289,-0.996076,0.0537751,97.24867365069494,-0.0982614,-0.994876,-0.0237926,87.6457305858793,-0.15088,-0.970564,-0.187727,76.12067631494772,-0.240535,-0.895459,-0.374562,e
24.621750948843363,0.192252,-0.174457,-0.965714,102.35019085298136,0.036015,-0.998964,0.0278141,97.33577508043027,-0.131671,-0.989921,-0.0521397,86.87438309976692,-0.183302,-0.95592,-0.229383,75.23222406262377,-0.272776,-0.8686,-0.413675,e
26.570173144298476,0.219667,-0.170992,-0.960473,100.03939380468739,-0.00313028,-0.998822,-0.04843,96.49856024835202,-0.169357,-0.980079,-0.103745,87.57465448867636,-0.218508,-0.942276,-0.253712,76.56329822301596,-0.30432,-0.851784,-0.426443,e
22.665793728146884,0.14636,-0.107085,-0.983418,97.854350482148,0.0133978,-0.995534,-0.0934456,94.24689010787657,-0.153888,-0.977617,-0.14347,86.93507468245154,-0.209263,-0.941849,-0.262923,76.11351133715604,-0.304405,-0.851081,-0.427783,e
24.529784976156197,0.152497,-0.132751,-0.979348,95.87748599669517,0.029354,-0.991268,-0.128556,93.48131682400349,-0.138086,-0.978095,-0.155763,86.22921007690812,-0.193345,-0.94225,-0.273463,75.64331305095583,-0.288393,-0.853891,-0.433243,e
20.521192239980117,0.172804,-0.0858115,-0.981211,107.13838524402675,0.128827,-0.986861,0.0975088,98.4878332079026,-0.0401072,-0.998086,-0.0470803,86.89883839867552,-0.0953931,-0.965114,-0.243836,75.66053353528727,-0.194711,-0.88591,-0.421011,e
30.778185012343794,0.25963,-0.194242,-0.945972,109.84096091414011,0.0633962,-0.994082,0.0882135,102.92817507600957,-0.114456,-0.993066,-0.0268216,89.73442261163238,-0.168339,-0.953182,-0.25121,77.16647368162607,-0.257634,-0.855901,-0.448395,e
8.102422684231486,-0.198494,0.0902207,-0.975941,87.41548854360747,0.0869694,-0.968755,-0.23227,84.96185270835338,-0.0727202,-0.962818,-0.26018,78.99053294841875,-0.12574,-0.926755,-0.353999,70.56708986059675,-0.224877,-0.850445,-0.475576,e
22.220055301188523,0.188285,-0.103123,-0.976685,104.16104552930409,0.0870028,-0.995533,0.0366801,97.70240837187434,-0.0814076,-0.994289,-0.0690148,87.28676792157015,-0.135589,-0.959999,-0.244985,76.45619148992076,-0.233834,-0.879305,-0.414904,e
22.651543888428527,0.176305,-0.0717766,-0.981715,101.05991727938253,0.0413708,-0.997072,-0.0643054,95.660465916242,-0.12584,-0.980822,-0.148839,87.11555880602616,-0.17926,-0.940129,-0.289868,77.23408116581443,-0.277928,-0.854198,-0.439434,e
18.765443444294817,0.155588,-0.0669391,-0.985551,97.65194159425457,0.130705,-0.989626,-0.0596283,94.049336375937,-0.0356876,-0.992642,-0.11571,86.82774632819441,-0.0933039,-0.967172,-0.236375,76.89304006727501,-0.201922,-0.897355,-0.392405,e
13.919343711417254,0.0326504,-0.118517,-0.992415,95.19966319534622,0.123427,-0.992037,-0.0250613,91.69220864522838,-0.0414953,-0.995979,-0.0794033,83.47705228928015,-0.0951528,-0.971225,-0.218329,71.30278130027955,-0.180618,-0.892167,-0.414024,e
9.60610267607515,0.0358285,0.0139919,-0.99926,101.29698137284451,0.0427657,-0.998809,0.0235101,96.02053850236348,-0.121815,-0.99045,-0.0645708,88.25997155418673,-0.175413,-0.964694,-0.196457,77.58179917984582,-0.268346,-0.889746,-0.369247,e
19.027372810553203,0.125631,-0.0944065,-0.987575,98.64689093190371,0.0370147,-0.997998,-0.0512811,95.6044949265377,-0.129668,-0.986642,-0.0986072,86.4808551488906,-0.18,-0.950734,-0.252397,76.01481347280561,-0.272912,-0.866947,-0.41704,e
5.959780923095523,-0.025306,0.0501434,-0.998421,99.05616548977581,0.0968624,-0.995296,0.00175525,94.54450316255101,-0.0686627,-0.995128,-0.0707565,87.98335102840112,-0.126193,-0.975304,-0.181264,76.46499420208124,-0.222805,-0.902908,-0.367581,e
21.26101789241509,0.143091,-0.110049,-0.983572,98.88881720454316,0.0373127,-0.997929,-0.0524073,94.91779549384704,-0.129754,-0.985247,-0.111586,86.08548099200229,-0.184461,-0.948217,-0.25857,76.25793888533019,-0.287064,-0.866058,-0.409314,e
3.76773866239496,-0.0566163,0.13061,-0.989816,101.65588683370625,0.0914338,-0.995807,0.00281626,96.85342136122655,-0.0774983,-0.9946,-0.0690298,88.26848180609299,-0.137272,-0.967555,-0.212119,76.66378079931818,-0.243604,-0.886619,-0.393146,e
10.289194943986972,-0.0209998,0.0234903,-0.999503,96.23775812065224,0.0411168,-0.995149,-0.0893775,92.60704482419627,-0.126501,-0.982178,-0.13901,84.31964717521876,-0.183167,-0.943866,-0.274895,74.459597747443,-0.28526,-0.859868,-0.423384,e
4.928220201633626,-0.0321521,0.0817575,-0.996134,100.65602806597289,0.0754946,-0.996917,0.0213723,95.94779588692529,-0.0926908,-0.994478,-0.049207,87.06870569915843,-0.151939,-0.968346,-0.19804,74.87652424616189,-0.251741,-0.885407,-0.390744,e
31.761681299617504,-0.440381,0.0512569,-0.896347,165.0496073022949,0.253708,0.168906,0.952419,168.77754643822516,0.0920603,0.138249,0.98611,166.30393151129297,-0.0529749,0.111026,0.992405,135.56060289766012,-0.145243,-0.407355,0.901647,a
29.717976149783027,-0.383746,0.0449896,-0.922342,166.41417958983087,0.23441,0.217553,0.947482,171.7982712261294,0.0700219,0.184248,0.980382,168.80031938959425,-0.088786,0.154582,0.983983,135.61062086593483,-0.166071,-0.416599,0.893793,a
34.136940456736376,-0.384021,0.0381811,-0.922535,168.9472758602119,0.12244,0.292482,0.9484,174.44025691289255,-0.0189853,0.259768,0.965484,170.7279776581437,-0.187,0.238088,0.953071,135.6398724343863,-0.235721,-0.392198,0.889166,a
32.2859511952645,-0.357951,0.0587744,-0.931889,169.3750131435399,0.139909,0.300687,0.943405,176.24572622067757,-0.00280116,0.277125,0.96083,171.45959505401828,-0.172345,0.251374,0.952422,135.6538746981646,-0.241274,-0.400221,0.884087,a
27.27516788447372,-0.412602,0.0371346,-0.910154,169.30801188003505,0.275574,0.289124,0.91677,176.54781446498342,0.133531,0.263812,0.955287,172.17915467890336,-0.0200812,0.234551,0.971896,135.65684542747945,-0.0970472,-0.421849,0.901457,a
34.080872539377815,-0.308205,0.0206671,-0.951096,169.61792999637572,0.0467014,0.352576,0.934617,176.80573869709957,-0.094006,0.32841,0.939846,172.16743437845932,-0.25106,0.293956,0.922257,135.65918154127127,-0.305073,-0.370127,0.877461,a
26.852361662709246,-0.562526,0.0588438,-0.824683,168.59366121304564,0.447938,0.260316,0.855329,175.89018994279925,0.300114,0.220782,0.928002,171.5839887287892,0.153622,0.194151,0.968868,135.66114420532472,0.063034,-0.445797,0.892912,a
31.644699483187885,-0.331172,0.153733,-0.930963,168.76718385162584,0.121851,0.19282,0.973639,176.3967414739573,-0.035159,0.160689,0.986379,171.49258095313698,-0.200548,0.133587,0.970533,135.6633748550607,-0.24679,-0.509314,0.824435,a
25.830387692737833,-0.424641,0.151717,-0.892559,169.65321565179602,0.307546,0.166242,0.936899,177.16602220219485,0.156498,0.132864,0.978701,170.94020359188863,0.00643923,0.0815569,0.996648,135.66440904613287,-0.064262,-0.540321,0.839002,a
28.062734944442784,-0.151639,-0.037899,-0.987709,169.4649730565216,0.00357836,0.374862,0.927074,177.20999345278472,-0.15788,0.343944,0.925622,171.53728071683588,-0.300215,0.299811,0.90553,135.66521834282122,-0.349322,-0.350687,0.868903,a
26.32476127620452,-0.332931,0.146754,-0.931461,169.08386752575208,0.239428,0.188143,0.95251,177.14568154551398,0.0789453,0.16738,0.982727,171.66768857692927,-0.072997,0.135297,0.988112,135.66594010112925,-0.182678,-0.496956,0.84833,a
28.067629128636202,-0.15707,0.0059736,-0.987569,168.9900114049077,0.0250617,0.329394,0.94386,176.27951512678226,-0.13635,0.297446,0.944952,171.49483936470864,-0.285241,0.265489,0.920952,135.66660259738117,-0.355249,-0.375788,0.85591,a
27.941036049460205,-0.453092,0.0317311,-0.890899,168.69389076393594,0.322398,0.310767,0.894138,177.03120451109507,0.158292,0.281933,0.946286,171.80394074864856,0.0122196,0.250819,0.967957,135.66724874907905,-0.0783729,-0.400056,0.913133,a
27.370706234306667,-0.389563,0.074986,-0.917942,168.76686707495193,0.281001,0.271719,0.920438,177.24152803463696,0.113033,0.247938,0.962159,171.58996367600037,-0.0370442,0.216599,0.975558,135.66779293805396,-0.14299,-0.426986,0.892881,a
24.142520806729223,-0.507573,0.192218,-0.839894,168.72244192603085,0.476077,0.132543,0.869358,177.29902598857055,0.320813,0.113533,0.940313,171.91994258724358,0.174469,0.0903997,0.980504,135.66821905263356,-0.00461553,-0.532764,0.846251,a
21.86458504723303,-0.237646,0.475359,-0.847088,169.9619477196269,0.220923,-0.207347,0.952995,176.6577302748613,0.0793428,-0.224083,0.971335,170.80100354375028,-0.0843303,-0.256282,0.962916,135.6686606648003,-0.238338,-0.759258,0.605576,a
27.002018825987474,-0.323311,0.252643,-0.911944,169.5959857079952,0.13671,-0.02752,0.990229,174.12451721761906,0.00185272,-0.0596903,0.998215,168.8890367228382,-0.169906,-0.0984403,0.980531,135.66912062372845,-0.276324,-0.624845,0.730215,a
20.14455265767538,-0.25882,-0.122615,-0.958111,169.87024969688485,0.114611,0.231633,0.966028,175.47909843667438,-0.0265578,0.202722,0.978876,169.4163583991273,-0.176148,0.13318,0.975313,135.66947890348837,-0.218544,-0.457345,0.862018,a
26.831532729123158,-0.348267,-0.0959025,-0.932477,169.7382000579919,0.20007,0.368216,0.907959,173.97911841215026,0.0715912,0.345297,0.935759,169.51633467825695,-0.081751,0.305253,0.948756,135.66979419990156,-0.164717,-0.289664,0.942848,a
19.842858840492596,-0.108685,0.064763,-0.991964,168.96922280925162,0.137947,0.171729,0.975438,174.43825881113594,-0.0136279,0.153989,0.987979,170.73842591961179,-0.167352,0.147168,0.974851,135.67010186790736,-0.295024,-0.452939,0.841313,a
20.51865849846651,-0.10094,0.197376,-0.975117,169.34124789410657,0.17242,0.0724326,0.982357,175.51106785758566,0.0163267,0.067854,0.997562,170.83377437433714,-0.141176,0.0718926,0.987371,135.67033088533725,-0.36298,-0.487028,0.794386,a
25.797235221817665,-0.2583,0.194165,-0.946351,167.40477619738854,-0.00396845,-0.496175,0.868213,173.26602143043706,-0.20515,-0.445889,0.871262,168.08914718306585,-0.333589,-0.427153,0.840392,151.8687356010513,-0.605546,-0.296261,0.738609,a
26.21217156815191,-0.732208,0.165183,-0.660747,170.0505208327209,0.462587,-0.422132,0.779627,175.08971636949025,0.342132,-0.396989,0.851672,170.43502178805758,0.207662,-0.369759,0.905624,155.86283256479126,-0.0451905,-0.281971,0.958358,a
24.46879004784381,-0.337463,0.113732,-0.934443,170.10552692471308,0.0529448,-0.235058,0.970538,175.30919169434773,-0.0837171,-0.210526,0.973997,170.26857991067695,-0.246721,-0.158676,0.956008,157.57663717707624,-0.456506,-0.120685,0.881497,a
24.39547269214037,-0.528654,0.0886468,-0.844196,171.9750987816908,0.237704,-0.202984,0.949892,175.45152515193854,0.138009,-0.196943,0.970653,170.76173676405605,-0.0270842,-0.149027,0.988462,157.69920339507726,-0.254813,-0.123876,0.959023,a
30.725730639241196,0.0435211,-0.675302,-0.736256,7.963071692651436,-0.0540963,-0.196889,-0.978932,11.583885828574275,-0.00885629,-0.147817,-0.988975,8.85706802938597,-0.120478,-0.108792,-0.986737,7.910895809916391,-0.112047,-0.131683,-0.984939,b
39.91261195268662,0.162362,-0.820304,-0.548398,10.216942477982027,-0.160931,-0.301214,-0.939878,12.549845896493284,-0.102935,-0.31066,-0.944931,8.980528387998303,-0.232652,-0.276879,-0.932315,6.96552920176282,-0.232373,-0.313231,-0.920809,b
45.09063687426026,0.323774,-0.771989,-0.546995,7.45734879432958,-0.193175,-0.400285,-0.895799,8.075339860007883,-0.172439,-0.422635,-0.889744,2.2471847645394565,-0.299135,-0.41035,-0.86147,0.20605902749024516,-0.306808,-0.444093,-0.841814,b
40.784175246927575,0.164638,-0.62055,-0.766689,18.88787001993359,-0.160884,0.151361,-0.975298,18.68579436718464,-0.136422,0.132565,-0.981741,15.222705934383107,-0.218311,0.107704,-0.969918,6.674993700077409,-0.252772,-0.040785,-0.966666,b
32.30178986276557,0.361168,-0.48634,-0.795633,7.854302506534004,0.100744,-0.0109723,-0.994852,10.818350524791866,0.112283,0.0462651,-0.992599,5.123605408845992,-0.00433305,-0.0195896,-0.999799,8.248656719243812,0.0158253,0.0349272,-0.999265,b
40.21606120006268,0.312512,-0.426903,-0.848581,8.696292992917073,-0.17684,0.0383637,-0.983492,8.895563242758593,-0.158363,0.0252487,-0.987058,3.9029140333406556,-0.272751,-0.0108678,-0.962023,1.712256239346606,-0.268474,-0.049128,-0.962033,b
35.93286200351383,0.314593,-0.460204,-0.830207,6.8918084056260644,-0.0939106,-0.10106,-0.990438,8.391171188967276,-0.0561198,-0.161164,-0.985331,2.205210329004822,-0.172516,-0.176577,-0.969051,1.7483139484709218,-0.204845,-0.180446,-0.962018,b
37.46336530760649,0.158966,-0.605087,-0.780128,7.834532993937138,-0.187346,-0.116661,-0.975342,8.770016285354563,-0.152458,-0.212116,-0.965279,1.1576657323583501,-0.288222,-0.20011,-0.936421,3.054963131002806,-0.319103,-0.230346,-0.919301,b
45.444449103445116,0.294815,-0.785917,-0.543524,9.943405560970403,-0.136007,-0.274278,-0.951984,8.70806799031922,-0.120181,-0.340999,-0.93235,3.094757460991162,-0.253142,-0.327117,-0.910447,2.467093754910137,-0.279687,-0.409177,-0.868533,b
37.725816827160116,0.146453,-0.0925284,-0.984881,89.23648754307567,-0.385535,-0.688311,-0.614484,74.80083128231063,-0.335996,-0.506681,-0.793966,78.3169335609682,-0.409289,-0.511573,-0.755497,79.49891844208292,-0.497775,-0.456868,-0.737219,b
21.770299398722038,-0.143006,-0.554113,-0.820066,6.461460307766141,-0.0842143,-0.183917,-0.979327,9.565798116455968,-0.045488,-0.134624,-0.989852,8.288241100641734,-0.0815278,-0.119409,-0.989492,11.941263827985827,-0.0481513,-0.0618541,-0.996923,b
18.325605594462743,-0.175211,-0.519823,-0.836113,8.064430250959319,0.0210653,-0.173645,-0.984583,9.49133553908026,0.0549158,-0.189226,-0.980397,4.178825916678987,-0.052212,-0.187544,-0.980868,5.443713848694985,-0.0589688,-0.1562,-0.985964,b
18.621479093421573,-0.0898793,-0.493341,-0.86518,7.48461732537866,0.101694,-0.145796,-0.984074,7.813102346874954,0.109149,-0.148588,-0.982857,0.7342546010043103,-0.00587062,-0.19368,-0.981047,3.0095667125129935,-0.00271086,-0.149894,-0.988698,b
34.81896445559721,0.437979,-0.519522,-0.73367,11.975426333854717,0.184399,-0.291867,-0.938515,12.732157103191836,0.182807,-0.308239,-0.933579,14.244484099367316,0.0559293,-0.371492,-0.92675,11.796582694762723,0.0201928,-0.327997,-0.944463,b
28.150815878829977,0.0414555,-0.222167,-0.974127,7.173900704446226,-0.117245,0.146939,-0.982172,9.494577744344658,-0.107244,0.0789792,-0.991091,10.285422238830336,-0.239814,-0.00148624,-0.970818,7.801663234698611,-0.272849,0.0463019,-0.960942,b
26.202772799127107,-0.285486,-0.485439,-0.826345,9.775470613052297,-0.31931,0.0334599,-0.94706,11.663011424302965,-0.27444,0.0177364,-0.961441,7.3767261789294,-0.385692,0.0432303,-0.921614,6.421970789052558,-0.394527,0.0294404,-0.918413,b
18.50323458565825,-0.237995,-0.552046,-0.799127,9.295771309896649,-0.109952,-0.165945,-0.979986,9.970920643479449,-0.0751476,-0.201968,-0.976505,5.118301543400959,-0.189709,-0.18842,-0.963591,4.759799009955712,-0.201764,-0.188677,-0.961089,b
19.271528503336185,-0.163793,-0.429934,-0.887879,6.906611501491574,0.0276923,-0.10488,-0.994099,8.339648490770706,0.0530974,-0.107658,-0.992769,3.7354583780466686,-0.0865225,-0.183194,-0.979262,0.9809200887375422,-0.102999,-0.1316,-0.985937,b
20.994935507569526,-0.194626,-0.370774,-0.908101,6.759313627718284,0.103318,-0.0501672,-0.993382,8.457955718792574,0.126969,-0.0222146,-0.991658,2.9296766492548034,-0.00970638,-0.118503,-0.992906,0.5671627036224689,-0.0164873,-0.0583934,-0.998158,b
18.62595416217068,-0.231711,-0.255056,-0.938752,8.811812629715124,0.00168991,0.14604,-0.989277,9.721756476188402,0.0386797,0.122839,-0.991673,9.252593038331021,0.0180884,0.138911,-0.99014,7.76328535841461,-0.0572277,0.164237,-0.984759,b
18.383483178292735,-0.17519,-0.451121,-0.875099,9.257696392124322,-0.0226588,-0.0512948,-0.998426,3.2525243323479005,-0.154072,-0.0934414,-0.983631,3.090143879792938,-0.119393,-0.10557,-0.987218,5.125226804231335,-0.108738,-0.0709908,-0.991532,b
21.468315974258648,0.0679562,-0.483741,-0.872569,6.966531075095057,0.154107,-0.147472,-0.976987,3.9610812522820567,0.00694245,-0.194737,-0.980831,4.366396826539216,0.0383567,-0.207003,-0.977588,1.4037233174489407,0.0421034,-0.155003,-0.987016,b
38.7056125551651,-0.0516787,-0.416897,-0.907483,9.740609683401976,-0.38116,-0.0409274,-0.923603,8.553646727765125,-0.530842,-0.0410328,-0.846477,9.39506911472506,-0.502363,-0.0671849,-0.862042,6.465722266269343,-0.513901,-0.0102645,-0.857788,b
35.621107217802646,0.352356,-0.561119,-0.748993,10.20648908264299,0.0962698,-0.270186,-0.957983,11.618159017530596,-0.108741,-0.322026,-0.940465,12.276959611001176,-0.0864557,-0.341979,-0.935722,8.924077685813115,-0.0568044,-0.292531,-0.954567,b
53.21758376038711,0.249923,-0.501399,-0.828334,8.72490529777368,-0.26865,0.033913,-0.962641,8.000650717982442,-0.416252,0.0266237,-0.90886,9.570005999697901,-0.375925,-0.0138357,-0.926547,6.3063526361899624,-0.406498,0.0545566,-0.912021,b
36.28612073694284,-0.887422,0.232531,-0.39801,80.45492750562842,-0.945354,-0.221129,0.239597,82.9014735092139,-0.939315,-0.082271,0.333044,123.74112501299749,-0.470047,-0.106598,0.876181,115.12415988583564,-0.542147,0.110564,0.832978,c
36.52124178217948,-0.780959,-0.23078,-0.580382,79.92199201505768,-0.844462,-0.52478,0.10719,78.47894957165238,-0.942553,-0.313929,0.114206,103.6128123523583,-0.80829,-0.260576,0.527984,95.56425951605917,-0.902766,-0.117619,0.413739,c
34.25042493285653,-0.818834,0.240119,-0.521396,74.36309059160966,-0.94628,-0.306434,-0.10321,77.89792885750006,-0.980582,-0.184085,0.0676109,117.22913595460192,-0.662891,-0.403275,0.630828,109.71531859275794,-0.744202,-0.227563,0.627995,c
35.986625459772235,-0.754235,0.335373,-0.564495,49.62898342664949,-0.881192,0.166814,-0.44235,53.3346858304709,-0.915215,0.257563,-0.309906,101.16877805293021,-0.8946,-0.0707029,0.441238,95.18353475628618,-0.878149,0.147924,0.454943,c
25.458776160201133,-0.575078,0.399074,-0.714161,49.6349776055312,-0.855223,0.0273782,-0.517537,52.81332146629123,-0.89641,0.131349,-0.423315,104.95809090280184,-0.888896,-0.0155605,0.457845,97.9541723532005,-0.900256,0.172004,0.399941,c
