pinchStrength,grabStrength,thumb_index,index_middle,middle_ring,ring_pinky,thumb_center_distance,index_center_distance,middle_center_distance,ring_center_distance,pinky_center_distance,palm_direction,thumb_direction_x,thumb_direction_y,thumb_direction_z,index_direction_x,index_direction_y,index_direction_z,middle_direction_x,middle_direction_y,middle_direction_z,ring_direction_x,ring_direction_y,ring_direction_z,pinky_direction_x,pinky_direction_y,pinky_direction_z,label
1.0,0.0,30.087794620000093,55.574571684768046,4.343458317126652,5.05364493151273,0.5398027417031833,0.9508448922040154,0.5090975682993071,0.4789371817120685,0.4743031446973718,1,0.420273,-0.436143,-0.795707,0.0380074,-0.0998696,-0.994274,0.00109549,-0.711196,0.702993,-0.154985,-0.735642,0.659401,-0.388415,-0.781811,0.487755,d
1.0,0.0,24.21632013012286,43.863216674093145,4.487320204729016,3.2074811263533256,0.534145971517326,0.9487053742786313,0.5131466800992206,0.4762993289700141,0.4677632478276983,1,0.475107,-0.436511,-0.764023,0.102269,-0.168153,-0.980442,-0.0185891,-0.724499,0.689025,-0.183873,-0.78473,0.591937,-0.41193,-0.793947,0.447172,d
1.0,0.0,20.739361049474898,45.95874665958947,2.39215101551835,2.2888503659094015,0.5310131364392282,0.9456067735835112,0.5050631944439604,0.4765732435466656,0.4661690414019552,1,0.539253,-0.39709,-0.742648,0.147518,-0.206064,-0.967355,-0.0495801,-0.762212,0.645426,-0.173026,-0.788132,0.590685,-0.407054,-0.768925,0.493012,d
1.0,0.0,26.78553171466659,44.28719649721319,3.977067929936356,3.55632574381506,0.5283381931697624,0.944558805835379,0.5200348184825643,0.4791646190191949,0.4712373516424828,1,0.411127,-0.442872,-0.796768,0.0746231,-0.138729,-0.987515,-0.0278439,-0.849426,0.526973,-0.167066,-0.825004,0.539868,-0.3856,-0.839148,0.383592,d
1.0,0.0,23.179436967978972,44.31893984668933,3.8690610451548944,3.0746938513187128,0.5267115517798884,0.9434263844085122,0.5191223783661155,0.47678575002022705,0.47061002745931485,1,0.489055,-0.417271,-0.76597,0.139581,-0.18362,-0.973037,-0.0175901,-0.7558,0.654567,-0.174989,-0.77592,0.606075,-0.40552,-0.776513,0.482268,d
0.547773,1.0,38.76646016151151,1.9043131883001505,3.873172226622629,6.267744895995117,0.4944595466447115,0.6480381259215144,0.6552118560560112,0.6647163938946057,0.6565437567146014,1,-0.234692,0.0379227,-0.97133,0.0543243,-0.963014,-0.263917,-0.105046,-0.969615,-0.220933,-0.162715,-0.935177,-0.314591,-0.257395,-0.850581,-0.458541,e
0.506379,1.0,39.101165818690944,2.3017717390474424,3.902005907396087,6.049598691891624,0.48761855526476633,0.6443186583966101,0.6557184137461223,0.6673541912218998,0.662129256818959,1,-0.25968,0.0390396,-0.964905,0.0381046,-0.966322,-0.254499,-0.122067,-0.970421,-0.208287,-0.179687,-0.935218,-0.30509,-0.273135,-0.84954,-0.451308,e
0.674397,1.0,40.0804599769143,1.5224984877840302,1.8367629272090915,5.61884993174281,0.436000557372595,0.6471806295251232,0.6537903095801018,0.6663092452200856,0.663717980721197,1,-0.101997,-0.045115,-0.993761,0.0202764,-0.978065,-0.207309,-0.145404,-0.973156,-0.178396,-0.207415,-0.935965,-0.284516,-0.302181,-0.837382,-0.455498,e
0.895198,1.0,40.367665104105576,2.798477733341976,4.981578879326133,6.230985139228049,0.4101214078694351,0.6319534910162258,0.6360480670409588,0.6467934298367143,0.648083288634864,1,0.154139,-0.114447,-0.981399,0.0561049,-0.997208,-0.0492724,-0.113117,-0.98999,-0.0844097,-0.17144,-0.961086,-0.216616,-0.271381,-0.879669,-0.390556,e
0.702876,1.0,46.933628603531595,4.126573630068434,3.307289102767124,5.120293427359576,0.41814692516339413,0.6385700362800981,0.6514956663736704,0.656415122456415,0.6543034756535414,1,0.00814598,-0.056205,-0.998386,0.0851912,-0.994843,-0.0550441,-0.0848724,-0.991783,-0.095727,-0.147882,-0.970602,-0.189901,-0.261434,-0.898404,-0.352877,e
0.907294,1.0,37.29875867832134,3.16086470802282,3.9547966801329517,6.348332033554115,0.4180017606210537,0.6499408224326797,0.6593400250942998,0.6571639144422169,0.6502797762274074,1,0.201895,-0.232837,-0.951328,0.100522,-0.994495,-0.0295649,-0.0672342,-0.996013,-0.0586294,-0.122834,-0.977714,-0.170255,-0.220629,-0.912093,-0.345556,e
0.978653,1.0,37.481472834255655,3.284560610384006,5.473166920820921,6.672296049759565,0.4213759451240689,0.6354152992591872,0.6458276824529385,0.6489941688722634,0.6466537325982096,1,0.18432,-0.228367,-0.955968,0.070289,-0.996076,0.0537751,-0.0982614,-0.994876,-0.0237926,-0.15088,-0.970564,-0.187727,-0.240535,-0.895459,-0.374562,e
0.912808,1.0,41.525911432736216,4.647189951737001,6.106730091192018,6.564843014750818,0.41430911565927037,0.6310066120107978,0.6440907049367077,0.6493708410105974,0.6463561646751301,1,0.192252,-0.174457,-0.965714,0.036015,-0.998964,0.0278141,-0.131671,-0.989921,-0.0521397,-0.183302,-0.95592,-0.229383,-0.272776,-0.8686,-0.413675,e
0.945314,1.0,36.78630320818367,3.1148149343107527,5.405515553489429,6.127752678547014,0.4053062616839326,0.6265331930104425,0.6395927082213032,0.6465175154779933,0.644737806636797,1,0.219667,-0.170992,-0.960473,-0.00313028,-0.998822,-0.04843,-0.169357,-0.980079,-0.103745,-0.218508,-0.942276,-0.253712,-0.30432,-0.851784,-0.426443,e
0.861533,1.0,40.32956965655071,3.949209374718775,4.632704186618481,5.739345023070081,0.3994571889793129,0.6253098150287508,0.6372480388456655,0.6444090519921031,0.6438898893058446,1,0.14636,-0.107085,-0.983418,0.0133978,-0.995534,-0.0934456,-0.153888,-0.977617,-0.14347,-0.209263,-0.941849,-0.262923,-0.304405,-0.851081,-0.427783,e
0.882245,1.0,36.80340583949929,3.0281847236677857,4.536084476550635,6.395839471284665,0.39613831681031053,0.624525322360414,0.6321758672188889,0.6380473155394951,0.6401518710271097,1,0.152497,-0.132751,-0.979348,0.029354,-0.991268,-0.128556,-0.138086,-0.978095,-0.155763,-0.193345,-0.94225,-0.273463,-0.288393,-0.853891,-0.433243,e
0.866625,1.0,46.328455836218474,7.922916107002613,6.448502689299381,6.587764885624569,0.402781600766584,0.6152141410709405,0.6313429623081852,0.6381713266019101,0.6375811749464594,1,0.172804,-0.0858115,-0.981211,0.128827,-0.986861,0.0975088,-0.0401072,-0.998086,-0.0470803,-0.0953931,-0.965114,-0.243836,-0.194711,-0.88591,-0.421011,e
1.0,1.0,32.39907726000888,4.821466921279363,8.06858520058253,7.199634325411444,0.42047164654836133,0.6038245360829666,0.6221197906090319,0.6360377370158493,0.6370041446184681,1,0.25963,-0.194242,-0.945972,0.0633962,-0.994082,0.0882135,-0.114456,-0.993066,-0.0268216,-0.168339,-0.953182,-0.25121,-0.257634,-0.855901,-0.448395,e
0.441384,1.0,40.46618676044175,1.0863512796926231,4.419610844449854,4.790849937228773,0.48163250657232676,0.6222846521808348,0.634551887983583,0.6480619368171299,0.6445144381614266,1,-0.198494,0.0902207,-0.975941,0.0869694,-0.968755,-0.23227,-0.0727202,-0.962818,-0.26018,-0.12574,-0.926755,-0.353999,-0.224877,-0.850445,-0.475576,e
0.87938,1.0,43.88236703360295,6.735498296906004,5.359882477532265,6.605636507819005,0.4023212803443713,0.6270468699438679,0.6416313044804287,0.6512122163465053,0.6441027838959624,1,0.188285,-0.103123,-0.976685,0.0870028,-0.995533,0.0366801,-0.0814076,-0.994289,-0.0690148,-0.135589,-0.959999,-0.244985,-0.233834,-0.879305,-0.414904,e
0.891934,1.0,41.19527868895874,5.818661757341693,4.775003561576169,5.6637764694643495,0.39777488441512604,0.6188528505485078,0.6304241920907262,0.6426729455794312,0.6399831247848017,1,0.176305,-0.0717766,-0.981715,0.0413708,-0.997072,-0.0643054,-0.12584,-0.980822,-0.148839,-0.17926,-0.940129,-0.289868,-0.277928,-0.854198,-0.439434,e
0.725212,1.0,46.27638695435863,4.486469710833619,3.5651933907222633,4.56542264518252,0.408809384062376,0.6339390104898276,0.6466519417581271,0.6527554248831005,0.6459144061157334,1,0.155588,-0.0669391,-0.985551,0.130705,-0.989626,-0.0596283,-0.0356876,-0.992642,-0.11571,-0.0933039,-0.967172,-0.236375,-0.201922,-0.897355,-0.392405,e
0.673638,1.0,45.66738348147347,2.486112496114839,3.8901264508350435,6.896899119960578,0.4310093620783305,0.6394329839177332,0.6532552920123849,0.6580146453224175,0.6515929302797819,1,0.0326504,-0.118517,-0.992415,0.123427,-0.992037,-0.0250613,-0.0414953,-0.995979,-0.0794033,-0.0951528,-0.971225,-0.218329,-0.180618,-0.892167,-0.414024,e
0.531649,1.0,51.655019828370804,2.6920230680562676,3.775757301245522,5.440918910367295,0.451723846274411,0.6288721769015871,0.6455651650209373,0.6541870736010466,0.6483634123378225,1,0.0358285,0.0139919,-0.99926,0.0427657,-0.998809,0.0235101,-0.121815,-0.99045,-0.0645708,-0.175413,-0.964694,-0.196457,-0.268346,-0.889746,-0.369247,e
0.841953,1.0,42.10037265021343,2.811652681987253,4.222439336402522,5.019626003796021,0.41696742404694387,0.6365227964187151,0.648099635576511,0.6561610176362322,0.6495140008957311,1,0.125631,-0.0944065,-0.987575,0.0370147,-0.997998,-0.0512811,-0.129668,-0.986642,-0.0986072,-0.18,-0.950734,-0.252397,-0.272912,-0.866947,-0.41704,e
0.369091,1.0,55.166827650885345,2.148168279091296,3.0989130227375936,5.603058590388891,0.4317097784617903,0.6392605942432645,0.6541497840917853,0.659553018635675,0.6519790454562006,1,-0.025306,0.0501434,-0.998421,0.0968624,-0.995296,0.00175525,-0.0686627,-0.995128,-0.0707565,-0.126193,-0.975304,-0.181264,-0.222805,-0.902908,-0.367581,e
0.868763,1.0,41.78880890369861,4.358855763636323,4.123531145632806,4.5003217075345985,0.41013850023508797,0.6351777046888526,0.6486543212209591,0.6571399110898459,0.6498286203027454,1,0.143091,-0.110049,-0.983572,0.0373127,-0.997929,-0.0524073,-0.129754,-0.985247,-0.111586,-0.184461,-0.948217,-0.25857,-0.287064,-0.866058,-0.409314,e
0.322769,1.0,54.27592826441848,3.2746438744372113,3.858670873249462,5.6967214138652285,0.4383085678205552,0.6335506745877741,0.647455309178466,0.6558110940188501,0.648554011797441,1,-0.0566163,0.13061,-0.989816,0.0914338,-0.995807,0.00281626,-0.0774983,-0.9946,-0.0690298,-0.137272,-0.967555,-0.212119,-0.243604,-0.886619,-0.393146,e
0.612815,1.0,46.62086520378047,3.9797294411306954,3.35978923197651,4.81276923848357,0.4403674463107306,0.6323137937772821,0.6430331773382489,0.6548325670535299,0.6476482625021809,1,-0.0209998,0.0234903,-0.999503,0.0411168,-0.995149,-0.0893775,-0.126501,-0.982178,-0.13901,-0.183167,-0.943866,-0.274895,-0.28526,-0.859868,-0.423384,e
0.423502,1.0,51.68311705110763,2.9184641503222286,3.9181938028784646,5.96966213915412,0.4525300395110106,0.6225590642592586,0.6355487941835205,0.6493047083029859,0.6451368292663845,1,-0.0321521,0.0817575,-0.996134,0.0754946,-0.996917,0.0213723,-0.0926908,-0.994478,-0.049207,-0.151939,-0.968346,-0.19804,-0.251741,-0.885407,-0.390744,e
0.0,1.0,125.01205527889041,8.913671742726143,3.406994508416777,27.667601027797183,0.7559426765282335,0.38482678101562834,0.3782948069564849,0.3686078527026571,0.4033365263935284,1,-0.440381,0.0512569,-0.896347,0.253708,0.168906,0.952419,0.0920603,0.138249,0.98611,-0.0529749,0.111026,0.992405,-0.145243,-0.407355,0.901647,a
0.0,1.0,124.4859998387483,8.770314253209595,3.241583713237038,27.328721435386022,0.7421604691688122,0.3645386101837736,0.35678429556353186,0.3497704510450656,0.4030573863817844,1,-0.383746,0.0449896,-0.922342,0.23441,0.217553,0.947482,0.0700219,0.184248,0.980382,-0.088786,0.154582,0.983983,-0.166071,-0.416599,0.893793,a
0.0,1.0,124.10889047795416,8.830535511510751,3.129861556852666,27.092464257539913,0.7707791040626483,0.3477810866083378,0.33565062603897405,0.3282529624974811,0.40285491062983936,1,-0.384021,0.0381811,-0.922535,0.12244,0.292482,0.9484,-0.0189853,0.259768,0.965484,-0.187,0.238088,0.953071,-0.235721,-0.392198,0.889166,a
0.0,1.0,124.75308698170382,8.91098455736738,3.206625262330696,27.510581547066128,0.7599036410877705,0.339820768512307,0.3265778467643714,0.32082824985566305,0.40274318954718297,1,-0.357951,0.0587744,-0.931889,0.139909,0.300687,0.943405,-0.00280116,0.277125,0.96083,-0.172345,0.251374,0.952422,-0.241274,-0.400221,0.884087,a
0.0,1.0,124.72564841024177,8.924238843646878,3.3478550241521017,27.68636385883804,0.7271972502214812,0.33903610959702224,0.3261177881824687,0.3216460525609096,0.4027166359917927,1,-0.412602,0.0371346,-0.910154,0.275574,0.289124,0.91677,0.133531,0.263812,0.955287,-0.0200812,0.234551,0.971896,-0.0970472,-0.421849,0.901457,a
0.0,1.0,125.2340332581178,8.973028813295544,3.341005171833134,27.589869581545543,0.7678607448019524,0.33770546580852073,0.32421005743487863,0.32030911079220586,0.40269114427869424,1,-0.308205,0.0206671,-0.951096,0.0467014,0.352576,0.934617,-0.094006,0.32841,0.939846,-0.25106,0.293956,0.922257,-0.305073,-0.370127,0.877461,a
0.0,1.0,124.2966601614258,8.690592242508664,3.2352436970957505,26.976308496456564,0.7253902273899256,0.33827790216013937,0.32747680697506293,0.321976928669709,0.4026711353453705,1,-0.562526,0.0588438,-0.824683,0.447938,0.260316,0.855329,0.300114,0.220782,0.928002,0.153622,0.194151,0.968868,0.063034,-0.445797,0.892912,a
0.0,1.0,124.52255577433924,8.787432703184178,3.2221748278642477,27.49672780661196,0.754735454737243,0.3374291444310656,0.3257346838885768,0.3199391431477427,0.40264553587941393,1,-0.331172,0.153733,-0.930963,0.121851,0.19282,0.973639,-0.035159,0.160689,0.986379,-0.200548,0.133587,0.970533,-0.24679,-0.509314,0.824435,a
0.0,1.0,125.41090462570932,8.969122261606131,3.696042054834453,27.301022238484922,0.7159807403511516,0.3387134078349482,0.3277677091034987,0.3229605641185421,0.40263581684875255,1,-0.424641,0.151717,-0.892559,0.307546,0.166242,0.936899,0.156498,0.132864,0.978701,0.00643923,0.0815569,0.996648,-0.064262,-0.540321,0.839002,a
0.0,1.0,125.0600238152652,8.819498598646463,3.5394336936258473,26.69568510957909,0.7313454037524437,0.33720526269193396,0.3252129268160888,0.32029753503308284,0.4026274796662737,1,-0.151639,-0.037899,-0.987709,0.00357836,0.374862,0.927074,-0.15788,0.343944,0.925622,-0.300215,0.299811,0.90553,-0.349322,-0.350687,0.868903,a
0.0,1.0,124.89387800309284,8.835034768705238,3.488583735973617,27.141823576206473,0.7224729599480646,0.3364076328430919,0.324402751168148,0.32037777790303457,0.4026183277519283,1,-0.332931,0.146754,-0.931461,0.239428,0.188143,0.95251,0.0789453,0.16738,0.982727,-0.072997,0.135297,0.988112,-0.182678,-0.496956,0.84833,a
0.0,1.0,124.69968227261128,8.758493584144528,3.31403184737532,26.67967081243989,0.734726312565414,0.3373726942739448,0.3264158514873377,0.3214378567187639,0.40261322757651097,1,-0.15707,0.0059736,-0.987569,0.0250617,0.329394,0.94386,-0.13635,0.297446,0.944952,-0.285241,0.265489,0.920952,-0.355249,-0.375788,0.85591,a
0.0,1.0,124.80630306263096,8.746354852517051,3.4229627656935566,27.284450703348288,0.73320176307497,0.33578013725241407,0.32529100020859286,0.32081567254370086,0.4026041151095399,1,-0.453092,0.0317311,-0.890899,0.322398,0.310767,0.894138,0.158292,0.281933,0.946286,0.0122196,0.250819,0.967957,-0.0783729,-0.400056,0.913133,a
0.0,1.0,124.66791303426236,8.691202503056077,3.4006969533919666,26.778635065718518,0.7275943404732792,0.333967093514281,0.32250693946059805,0.31822427210453746,0.40259428124082886,1,-0.389563,0.074986,-0.917942,0.281001,0.271719,0.920438,0.113033,0.247938,0.962159,-0.0370442,0.216599,0.975558,-0.14299,-0.426986,0.892881,a
0.0,1.0,124.68313667640072,8.780370498789482,3.4704253012826616,27.14881774392829,0.7041018073684735,0.33395042727268043,0.3231072962525619,0.31912724947917626,0.4025890897370703,1,-0.507573,0.192218,-0.839894,0.476077,0.132543,0.869358,0.320813,0.113533,0.940313,0.174469,0.0903997,0.980504,-0.00461553,-0.532764,0.846251,a
0.0,1.0,124.93332523403575,9.098848273909002,3.8008355363722757,27.10682992779248,0.6810277133044295,0.34012743847929416,0.3285727114805952,0.3252079559445367,0.4025853414625933,1,-0.237646,0.475359,-0.847088,0.220923,-0.207347,0.952995,0.0793428,-0.224083,0.971335,-0.0843303,-0.256282,0.962916,-0.238338,-0.759258,0.605576,a
0.0,1.0,120.70247057770541,9.159556420131494,3.6491385753966887,26.633562742252177,0.7315817361671939,0.35007461985726585,0.34225309074523785,0.33627015759068696,0.40257607466141687,1,-0.323311,0.252643,-0.911944,0.13671,-0.02752,0.990229,0.00185272,-0.0596903,0.998215,-0.169906,-0.0984403,0.980531,-0.276324,-0.624845,0.730215,a
0.0,1.0,115.0218045775676,9.139056892862696,4.0360272022267365,26.88715171134806,0.7032541391562295,0.3507855230383478,0.3402632838768073,0.3363033543844515,0.4025762721283337,1,-0.25882,-0.122615,-0.958111,0.114611,0.231633,0.966028,-0.0265578,0.202722,0.978876,-0.176148,0.13318,0.975313,-0.218544,-0.457345,0.862018,a
0.0,1.0,124.50048531917652,9.073352351774298,3.410127370072073,26.55927532766353,0.7232159898903581,0.35422506428969996,0.3423944279684613,0.3369910741976025,0.40256756846411135,1,-0.348267,-0.0959025,-0.932477,0.20007,0.368216,0.907959,0.0715912,0.345297,0.935759,-0.081751,0.305253,0.948756,-0.164717,-0.289664,0.942848,a
0.0,1.0,123.93611089583665,8.879942664850045,3.2920951195372465,27.358064992907735,0.6727121313289307,0.35092227185840413,0.339995159118859,0.3329383119260329,0.4025650008340772,1,-0.108685,0.064763,-0.991964,0.137947,0.171729,0.975438,-0.0136279,0.153989,0.987979,-0.167352,0.147168,0.974851,-0.295024,-0.452939,0.841313,a
0.0,1.0,125.36546165771357,8.958469016669437,3.3973055980012106,27.155090736803636,0.6725133495207861,0.3442768672150452,0.33549978162310695,0.330429845792013,0.402565515876247,1,-0.10094,0.197376,-0.975117,0.17242,0.0724326,0.982357,0.0163267,0.067854,0.997562,-0.141176,0.0718926,0.987371,-0.36298,-0.487028,0.794386,a
0.0115082,1.0,79.59303412703927,8.700333595177192,4.092968037936837,8.370607494276218,0.6987265507275052,0.35415505450285273,0.35119292675870867,0.34806982599202907,0.31701859844455393,1,-0.2583,0.194165,-0.946351,-0.00396845,-0.496175,0.868213,-0.20515,-0.445889,0.871262,-0.333589,-0.427153,0.840392,-0.605546,-0.296261,0.738609,a
0.0,1.0,80.99882957542597,9.181242444584552,3.8994779713153584,8.758745657308836,0.7108433925440419,0.34910975803040967,0.3413240410700999,0.33857121264354495,0.3199786172455935,1,-0.732208,0.165183,-0.660747,0.462587,-0.422132,0.779627,0.342132,-0.396989,0.851672,0.207662,-0.369759,0.905624,-0.0451905,-0.281971,0.958358,a
0.0,1.0,89.6385598635777,9.224613224787468,3.496891442784253,9.535837381482681,0.7118688317407146,0.3470007367258358,0.33886884228095215,0.3330482855537281,0.3230883796243339,1,-0.337463,0.113732,-0.934443,0.0529448,-0.235058,0.970538,-0.0837171,-0.210526,0.973997,-0.246721,-0.158676,0.956008,-0.456506,-0.120685,0.881497,a
0.0,1.0,90.03449856709321,9.435863071911035,3.373708553468749,9.551406018358328,0.713550041825198,0.3471485748735553,0.3359489718128142,0.33088606387590075,0.3229649942743636,1,-0.528654,0.0886468,-0.844196,0.237704,-0.202984,0.949892,0.138009,-0.196943,0.970653,-0.0270842,-0.149027,0.988462,-0.254813,-0.123876,0.959023,a
