palm_direction,thumb_direction_x,thumb_direction_y,thumb_direction_z,index_direction_x,index_direction_y,index_direction_z,middle_direction_x,middle_direction_y,middle_direction_z,ring_direction_x,ring_direction_y,ring_direction_z,pinky_direction_x,pinky_direction_y,pinky_direction_z,thumb_indexpipdistance,thumb_middlepipdistance,thumb_ringpipdistance,thumb_pinkypipdistance,label
1,-0.25882,-0.122615,-0.958111,0.114611,0.231633,0.966028,-0.0265578,0.202722,0.978876,-0.176148,0.13318,0.975313,-0.218544,-0.457345,0.862018,65.63724941303224,71.83539370961991,77.8901184545389,90.49690574793206,a
1,-0.348267,-0.0959025,-0.932477,0.20007,0.368216,0.907959,0.0715912,0.345297,0.935759,-0.081751,0.305253,0.948756,-0.164717,-0.289664,0.942848,73.49471685041381,79.30992154906976,83.65333831199086,94.92420402373673,a
1,-0.108685,0.064763,-0.991964,0.137947,0.171729,0.975438,-0.0136279,0.153989,0.987979,-0.167352,0.147168,0.974851,-0.295024,-0.452939,0.841313,73.42200100038134,79.26610478403047,83.21563471304896,94.84528526421332,a
1,-0.10094,0.197376,-0.975117,0.17242,0.0724326,0.982357,0.0163267,0.067854,0.997562,-0.141176,0.0718926,0.987371,-0.36298,-0.487028,0.794386,73.4305121683078,79.43720812755191,83.65992477568994,95.15794956728523,a
1,-0.2583,0.194165,-0.946351,-0.00396845,-0.496175,0.868213,-0.20515,-0.445889,0.871262,-0.333589,-0.427153,0.840392,-0.605546,-0.296261,0.738609,41.85480476414745,48.71918871940809,57.36990963685493,67.40779248909506,a
1,-0.732208,0.165183,-0.660747,0.462587,-0.422132,0.779627,0.342132,-0.396989,0.851672,0.207662,-0.369759,0.905624,-0.0451905,-0.281971,0.958358,41.937738722539635,49.16892316656936,57.80240135253898,67.83951275245128,a
1,-0.337463,0.113732,-0.934443,0.0529448,-0.235058,0.970538,-0.0837171,-0.210526,0.973997,-0.246721,-0.158676,0.956008,-0.456506,-0.120685,0.881497,46.90801015524321,54.41436975474861,62.49212115678584,72.14446052859776,a
1,-0.528654,0.0886468,-0.844196,0.237704,-0.202984,0.949892,0.138009,-0.196943,0.970653,-0.0270842,-0.149027,0.988462,-0.254813,-0.123876,0.959023,47.322719829312426,54.88161549271759,62.79404108378437,72.45548723371887,a
1,0.0435211,-0.675302,-0.736256,-0.0540963,-0.196889,-0.978932,-0.00885629,-0.147817,-0.988975,-0.120478,-0.108792,-0.986737,-0.112047,-0.131683,-0.984939,84.67980883498734,92.87741819936642,90.16433021977151,86.04775496220458,b
1,0.162362,-0.820304,-0.548398,-0.160931,-0.301214,-0.939878,-0.102935,-0.31066,-0.944931,-0.232652,-0.276879,-0.932315,-0.232373,-0.313231,-0.920809,85.61928169460428,95.25170461939251,93.6795100190538,90.61754839604374,b
1,0.323774,-0.771989,-0.546995,-0.193175,-0.400285,-0.895799,-0.172439,-0.422635,-0.889744,-0.299135,-0.41035,-0.86147,-0.306808,-0.444093,-0.841814,84.67326741138551,91.35762314448641,87.63264167820117,82.17011823292272,b
1,0.164638,-0.62055,-0.766689,-0.160884,0.151361,-0.975298,-0.136422,0.132565,-0.981741,-0.218311,0.107704,-0.969918,-0.252772,-0.040785,-0.966666,86.81152990847471,94.19446901968288,91.34731398087192,85.17331628758151,b
1,0.361168,-0.48634,-0.795633,0.100744,-0.0109723,-0.994852,0.112283,0.0462651,-0.992599,-0.00433305,-0.0195896,-0.999799,0.0158253,0.0349272,-0.999265,85.3460372791848,96.79328974061167,95.07506942189188,94.66603581702363,b
1,0.312512,-0.426903,-0.848581,-0.17684,0.0383637,-0.983492,-0.158363,0.0252487,-0.987058,-0.272751,-0.0108678,-0.962023,-0.268474,-0.049128,-0.962033,85.26574572200727,92.7227347933073,89.38508045384307,84.40745140590612,b
1,0.314593,-0.460204,-0.830207,-0.0939106,-0.10106,-0.990438,-0.0561198,-0.161164,-0.985331,-0.172516,-0.176577,-0.969051,-0.204845,-0.180446,-0.962018,84.13221167388862,90.49108323746599,87.3199946103411,82.27696381423479,b
1,0.158966,-0.605087,-0.780128,-0.187346,-0.116661,-0.975342,-0.152458,-0.212116,-0.965279,-0.288222,-0.20011,-0.936421,-0.319103,-0.230346,-0.919301,85.26093366307926,91.92017051664993,88.86699865158045,83.1796349246016,b
1,0.294815,-0.785917,-0.543524,-0.136007,-0.274278,-0.951984,-0.120181,-0.340999,-0.93235,-0.253142,-0.327117,-0.910447,-0.279687,-0.409177,-0.868533,86.38459008058092,93.57670447269447,90.41089313888011,84.48270552922492,b
1,0.146453,-0.0925284,-0.984881,-0.385535,-0.688311,-0.614484,-0.335996,-0.506681,-0.793966,-0.409289,-0.511573,-0.755497,-0.497775,-0.456868,-0.737219,54.022967879764806,63.42681375186759,62.274894774135916,63.9075090643361,b
1,-0.143006,-0.554113,-0.820066,-0.0842143,-0.183917,-0.979327,-0.045488,-0.134624,-0.989852,-0.0815278,-0.119409,-0.989492,-0.0481513,-0.0618541,-0.996923,84.76661018007032,92.67946636645033,90.69590845848573,86.90797665030523,b
1,-0.175211,-0.519823,-0.836113,0.0210653,-0.173645,-0.984583,0.0549158,-0.189226,-0.980397,-0.052212,-0.187544,-0.980868,-0.0589688,-0.1562,-0.985964,85.07730750441037,92.54930591122766,89.4700612128018,84.95946736962279,b
1,-0.0898793,-0.493341,-0.86518,0.101694,-0.145796,-0.984074,0.109149,-0.148588,-0.982857,-0.00587062,-0.19368,-0.981047,-0.00271086,-0.149894,-0.988698,84.75202491362668,92.43025826379855,88.72347057357483,84.87848978422035,b
1,0.437979,-0.519522,-0.73367,0.184399,-0.291867,-0.938515,0.182807,-0.308239,-0.933579,0.0559293,-0.371492,-0.92675,0.0201928,-0.327997,-0.944463,81.91120375606991,88.62391108321783,82.82871542857646,78.9319940518045,b
1,0.0414555,-0.222167,-0.974127,-0.117245,0.146939,-0.982172,-0.107244,0.0789792,-0.991091,-0.239814,-0.00148624,-0.970818,-0.272849,0.0463019,-0.960942,84.61727417046711,91.10685244135044,84.35419348260109,80.13928007643942,b
1,-0.285486,-0.485439,-0.826345,-0.31931,0.0334599,-0.94706,-0.27444,0.0177364,-0.961441,-0.385692,0.0432303,-0.921614,-0.394527,0.0294404,-0.918413,85.63536223038938,93.2284150298073,90.24173582029547,85.37003140383925,b
1,-0.237995,-0.552046,-0.799127,-0.109952,-0.165945,-0.979986,-0.0751476,-0.201968,-0.976505,-0.189709,-0.18842,-0.963591,-0.201764,-0.188677,-0.961089,85.455927444151,92.52167148295582,89.29265246497552,84.30035555494413,b
1,-0.163793,-0.429934,-0.887879,0.0276923,-0.10488,-0.994099,0.0530974,-0.107658,-0.992769,-0.0865225,-0.183194,-0.979262,-0.102999,-0.1316,-0.985937,84.46013230974718,92.47783248420185,88.29803457212398,84.58900903102011,b
1,-0.194626,-0.370774,-0.908101,0.103318,-0.0501672,-0.993382,0.126969,-0.0222146,-0.991658,-0.00970638,-0.118503,-0.992906,-0.0164873,-0.0583934,-0.998158,84.72042946543884,93.49816363399016,88.67967609989563,85.71565324224277,b
1,-0.231711,-0.255056,-0.938752,0.00168991,0.14604,-0.989277,0.0386797,0.122839,-0.991673,0.0180884,0.138911,-0.99014,-0.0572277,0.164237,-0.984759,85.53102031064519,93.35821923066068,92.00874066261314,86.83091799543524,b
1,-0.17519,-0.451121,-0.875099,-0.0226588,-0.0512948,-0.998426,-0.154072,-0.0934414,-0.983631,-0.119393,-0.10557,-0.987218,-0.108738,-0.0709908,-0.991532,85.4897563372946,91.4578583279753,88.88556845317243,84.41948487932154,b
1,0.0679562,-0.483741,-0.872569,0.154107,-0.147472,-0.976987,0.00694245,-0.194737,-0.980831,0.0383567,-0.207003,-0.977588,0.0421034,-0.155003,-0.987016,83.8217171598745,90.29949953957885,88.61879815992766,85.68435676679846,b
1,-0.0516787,-0.416897,-0.907483,-0.38116,-0.0409274,-0.923603,-0.530842,-0.0410328,-0.846477,-0.502363,-0.0671849,-0.862042,-0.513901,-0.0102645,-0.857788,82.2450967867994,88.25031437774032,85.79324479572969,82.04012234760502,b
1,0.352356,-0.561119,-0.748993,0.0962698,-0.270186,-0.957983,-0.108741,-0.322026,-0.940465,-0.0864557,-0.341979,-0.935722,-0.0568044,-0.292531,-0.954567,82.07659313190332,88.22716331204353,86.65665664312755,85.34791846542011,b
1,0.249923,-0.501399,-0.828334,-0.26865,0.033913,-0.962641,-0.416252,0.0266237,-0.90886,-0.375925,-0.0138357,-0.926547,-0.406498,0.0545566,-0.912021,82.76768839837197,88.71893664567898,86.42636621708678,82.24018461494357,b
3,-0.887422,0.232531,-0.39801,-0.945354,-0.221129,0.239597,-0.939315,-0.082271,0.333044,-0.470047,-0.106598,0.876181,-0.542147,0.110564,0.832978,73.80676146350007,81.46153886252088,83.16632407543332,88.98118798291019,c
3,-0.780959,-0.23078,-0.580382,-0.844462,-0.52478,0.10719,-0.942553,-0.313929,0.114206,-0.80829,-0.260576,0.527984,-0.902766,-0.117619,0.413739,77.97654125479022,85.41911633715254,93.09834902435166,98.89345236021899,c
3,-0.818834,0.240119,-0.521396,-0.94628,-0.306434,-0.10321,-0.980582,-0.184085,0.0676109,-0.662891,-0.403275,0.630828,-0.744202,-0.227563,0.627995,74.32015212074043,80.2241886970507,83.76697700657462,87.52843623497452,c
3,-0.754235,0.335373,-0.564495,-0.881192,0.166814,-0.44235,-0.915215,0.257563,-0.309906,-0.8946,-0.0707029,0.441238,-0.878149,0.147924,0.454943,78.17540869000942,84.78848181056199,80.8230365221451,89.16455680796041,c
3,-0.575078,0.399074,-0.714161,-0.855223,0.0273782,-0.517537,-0.89641,0.131349,-0.423315,-0.888896,-0.0155605,0.457845,-0.900256,0.172004,0.399941,74.64106408890216,83.80457703656823,86.78923271324386,91.6057590903847,c
3,-0.656431,0.45164,-0.604252,-0.86433,0.00566147,-0.502894,-0.902565,0.115376,-0.414806,-0.846673,0.0109144,0.532001,-0.87519,0.181151,0.448584,79.28593703540433,88.55821190443098,89.41375296182126,92.81425987331689,c
3,-0.858649,-0.0628293,-0.508698,-0.933575,-0.273305,-0.231823,-0.976668,-0.0780521,-0.200068,-0.663013,0.0252884,0.748181,-0.743568,0.14216,0.653373,81.74566183896245,90.40675544631607,90.34359263998748,93.00500930697227,c
